cost,time,Pg,B,R,Pd,P0,P_rsrv,P_cul,status,cost_agg
3330.635788902994,12.844,0.5285686565591527,0.0,0.0,11.884086032327758,11.884085681540645,0,0.03265710836060187,OPTIMAL,455480.1839723203
