cost,time,Pg,B,R,Pd,P0,P_rsrv,P_cul,status,cost_agg
3289.7550651985275,93.109,0.6872165108040489,74.14605549462759,0.00022086611161686523,11.938227467095428,12.225166305649768,0,-0.08065064646442743,SLOW_PROGRESS,2.201351930281682e6
