cost,time,Pg,B,R,Pd,P0,P_rsrv,P_cul,status,cost_agg
3460.0107308004744,86.25,0.08225825162121701,71.70805549462756,0.19286115597090359,12.481789027739616,12.236727198666046,0,-0.00748653462965039,OPTIMAL,2.2189598932376835e6
