cost,time,Pg,B,R,Pd,P0,P_rsrv,P_cul,status,cost_agg
1108.908786599282,64.703,0.0,74.14605549462759,1.7266223936046234e-5,8.069699091843045,8.069681891565425,0,0.0,OPTIMAL,2.2420707064155573e6
