cost,time,Pg,B,R,Pd,P0,P_rsrv,P_cul,status,cost_agg
3372.234884123458,77.953,0.8374663056165512,59.36805549462747,-0.5585557958986899,11.46494559477571,12.02347155864905,0,0.06934972473109091,OPTIMAL,2.2153237749825446e6
