time,solar_MW
0008/04/16 00:00,0
0008/04/16 00:05,0
0008/04/16 00:10,0
0008/04/16 00:15,0
0008/04/16 00:20,0
0008/04/16 00:25,0
0008/04/16 00:30,0
0008/04/16 00:35,0
0008/04/16 00:40,0
0008/04/16 00:45,0
0008/04/16 00:50,0
0008/04/16 00:55,0
0008/04/16 01:00,0
0008/04/16 01:05,0
0008/04/16 01:10,0
0008/04/16 01:15,0
0008/04/16 01:20,0
0008/04/16 01:25,0
0008/04/16 01:30,0
0008/04/16 01:35,0
0008/04/16 01:40,0
0008/04/16 01:45,0
0008/04/16 01:50,0
0008/04/16 01:55,0
0008/04/16 02:00,0
0008/04/16 02:05,0
0008/04/16 02:10,0
0008/04/16 02:15,0
0008/04/16 02:20,0
0008/04/16 02:25,0
0008/04/16 02:30,0
0008/04/16 02:35,0
0008/04/16 02:40,0
0008/04/16 02:45,0
0008/04/16 02:50,0
0008/04/16 02:55,0
0008/04/16 03:00,0
0008/04/16 03:05,0
0008/04/16 03:10,0
0008/04/16 03:15,0
0008/04/16 03:20,0
0008/04/16 03:25,0
0008/04/16 03:30,0
0008/04/16 03:35,0
0008/04/16 03:40,0
0008/04/16 03:45,0
0008/04/16 03:50,0
0008/04/16 03:55,0
0008/04/16 04:00,0
0008/04/16 04:05,0
0008/04/16 04:10,0
0008/04/16 04:15,0
0008/04/16 04:20,0
0008/04/16 04:25,0
0008/04/16 04:30,0
0008/04/16 04:35,0
0008/04/16 04:40,0
0008/04/16 04:45,0
0008/04/16 04:50,0
0008/04/16 04:55,0
0008/04/16 05:00,0
0008/04/16 05:05,0
0008/04/16 05:10,0
0008/04/16 05:15,0
0008/04/16 05:20,0
0008/04/16 05:25,0
0008/04/16 05:30,0
0008/04/16 05:35,0
0008/04/16 05:40,0.012485
0008/04/16 05:45,0.037417
0008/04/16 05:50,0.062333
0008/04/16 05:55,0.099786
0008/04/16 06:00,0.056158
0008/04/16 06:05,0.137161
0008/04/16 06:10,0.243152
0008/04/16 06:15,0.286818
0008/04/16 06:20,0.330479
0008/04/16 06:25,0.380363
0008/04/16 06:30,0.380364
0008/04/16 06:35,0.448929
0008/04/16 06:40,0.492584
0008/04/16 06:45,0.542478
0008/04/16 06:50,0.586125
0008/04/16 06:55,0.629742
0008/04/16 07:00,0.573632
0008/04/16 07:05,0.35539
0008/04/16 07:10,0.692134
0008/04/16 07:15,0.81684
0008/04/16 07:20,0.717117
0008/04/16 07:25,0.935282
0008/04/16 07:30,0.997685
0008/04/16 07:35,1.047592
0008/04/16 07:40,1.109879
0008/04/16 07:45,1.166034
0008/04/16 07:50,1.047592
0008/04/16 07:55,0.947776
0008/04/16 08:00,1.240875
0008/04/16 08:05,1.284482
0008/04/16 08:10,1.284482
0008/04/16 08:15,1.328167
0008/04/16 08:20,1.371803
0008/04/16 08:25,1.402923
0008/04/16 08:30,1.527721
0008/04/16 08:35,1.677284
0008/04/16 08:40,1.702232
0008/04/16 08:45,1.758386
0008/04/16 08:50,1.789559
0008/04/16 08:55,1.839445
0008/04/16 09:00,1.864385
0008/04/16 09:05,1.945439
0008/04/16 09:10,1.976614
0008/04/16 09:15,2.020252
0008/04/16 09:20,2.082601
0008/04/16 09:25,2.101319
0008/04/16 09:30,2.132521
0008/04/16 09:35,2.169922
0008/04/16 09:40,2.213562
0008/04/16 09:45,2.2572
0008/04/16 09:50,2.2572
0008/04/16 09:55,2.338227
0008/04/16 10:00,2.350723
0008/04/16 10:05,2.388186
0008/04/16 10:10,2.438031
0008/04/16 10:15,2.450519
0008/04/16 10:20,2.481693
0008/04/16 10:25,2.463003
0008/04/16 10:30,2.419302
0008/04/16 10:35,2.45052
0008/04/16 10:40,2.531524
0008/04/16 10:45,2.537795
0008/04/16 10:50,2.512845
0008/04/16 10:55,2.575197
0008/04/16 11:00,2.600168
0008/04/16 11:05,2.6064
0008/04/16 11:10,2.631342
0008/04/16 11:15,2.500404
0008/04/16 11:20,2.201045
0008/04/16 11:25,2.481692
