timestamp,R_1,R_2,R_3,R_4,R_5,R_6,R_7,R_8,R_9,R_10,R_11,R_12,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8,C_9,C_10,C_11,C_12,B_1,B_2,B_3,B_4,B_5,B_6,B_7,B_8,B_9,B_10,B_11,B_12
1.0,-0.1668986507819072,-0.15709865005565085,-0.23399868534724752,-0.2427986950790198,-0.24559865811623172,-0.3480987625535003,-0.2161986262894771,-0.295998710372178,-0.25359869228173976,-0.13319865085986463,-0.20719865635068666,-0.10999871085652752,0.007123695225146196,0.006667203277852395,0.010297521217820783,0.010720556229706687,0.011182376434216585,0.016295627886165967,0.009735688779718992,0.013684818910751392,0.011536641836356819,0.005720044481140344,0.009257494393035566,0.004638792994324682,0.08344999990362711,0.07854999988361033,0.11700000001213007,0.12140000003923637,0.12279999994321059,0.17405000009629015,0.10810000023343344,0.14799999993949853,0.12680000007370962,0.06660000016511748,0.1035999997682905,0.0549999999089137
2.0,-0.16489927905257754,-0.15539927755267852,-0.2319992956848095,-0.24069929891328395,-0.24259928548331902,-0.34749931991411215,-0.21409927368209403,-0.29349930400282576,-0.2501992991585388,-0.13249927351751573,-0.2049992854513508,-0.1086992964704722,0.0069996591968018084,0.006558186861782909,0.010160123099342073,0.010576300687110645,0.01099471926272447,0.016214505179880757,0.009597946230001694,0.013514845712910208,0.011323162964575003,0.005662766561467861,0.009112737545354358,0.004555894218711113,0.09735822049376348,0.09164155397367754,0.1364998903123537,0.14163322441037793,0.14326655459514068,0.2030582299779465,0.12611655197175048,0.1726665587591611,0.14793322405796813,0.07769988753903981,0.12086655467265883,0.06416655886377105
3.0,-0.16299927075725643,-0.15379926948574338,-0.22999928484506463,-0.23869928775672455,-0.23979927126935266,-0.3468993028011161,-0.2121992608560818,-0.2910992876165375,-0.2470992866689808,-0.1318992646256678,-0.20289927459727272,-0.1073992745102823,0.006905580143852129,0.006478355389631804,0.010057034054177237,0.010472557765750616,0.010851521391343199,0.01617749596800544,0.00950048651093615,0.013389310024838896,0.011161451935698737,0.005629760096820132,0.009003482895740707,0.004491005213308197,0.10929982690442164,0.10306149387445405,0.15403316509940596,0.15980149941567806,0.1607831614674802,0.2314765065507278,0.14206815806660086,0.19487483446491596,0.16572316611907909,0.08811149344303482,0.13596982868567503,0.07205483313807756
4.0,0.161182812697649,0.15238290683559746,0.22808180165778796,0.23688161589921722,0.23718225500745418,0.3463803859101551,0.21028271982925634,0.28888122929267396,0.24418151263061713,0.13128225891576228,0.20088210545455115,0.1061810310663421,0.006868469152283362,0.006459062901001411,0.010028296901142993,0.010450884560242124,0.010786269041318415,0.01623868027017983,0.009462593323841088,0.013354606968332208,0.011080932529047276,0.0056354285837391434,0.008957686924992487,0.004466871655634248,0.12117309929268218,0.11443809927544336,0.17139977216872507,0.17789310665378016,0.17824643389973888,0.25984478171743774,0.15804142977436766,0.2169731082584417,0.18352477294277575,0.09856309881890518,0.15098810141376567,0.07983477254733842
5.0,0.159488752065487,0.15098889312210015,0.22618822647894865,0.2350881807852623,0.234588395941047,0.34598815263564814,0.20848882687859774,0.28678826009199637,0.24148801904730652,0.1306889996216951,0.19888827501063758,0.10508827259941186,0.0067850930882397105,0.006389936989404372,0.009931480465291753,0.01035828524064896,0.010654050216476274,0.016213857979427437,0.00937102088240092,0.013245584414120081,0.010940812872691802,0.005603584346118715,0.008854772455844605,0.004412478961252101,0.10612119841736278,0.1004795237083254,0.15068295523536232,0.15653297206019426,0.15614124588496917,0.2305297496697878,0.13880786988829838,0.19091967219388659,0.16056631340416871,0.08708291072229198,0.1324479257513047,0.0699063532900739
6.0,0.15799981179300607,0.14969981262492887,0.22449980489918475,0.2333998038090957,0.23229983957464645,0.3454998302210593,0.20689984204158815,0.28479983471812736,0.23889980954285955,0.1301998211572772,0.19699981359888014,0.10409982377964812,0.00683040832023758,0.006440430654044001,0.010015894820116325,0.010449733046608442,0.010706323590246546,0.016384001777237825,0.00944457108886571,0.01333559083939293,0.010983204051878376,0.005672310823008303,0.008907075367422291,0.004445197714014613,0.0913004688387703,0.08663711552095427,0.13012393624727675,0.13532229011817373,0.13425221243532423,0.2013374033837521,0.11981380077674159,0.16513065018531953,0.13801231182253454,0.07565216065441158,0.11407390227888602,0.06015899650657425
7.0,0.15649979291859914,0.14839979384833352,0.22279978497444725,0.2318997837620674,0.2299998193585443,0.3450998088249476,0.2052998227008005,0.28299981384527856,0.23659978907413412,0.12959980220533146,0.19519979369982438,0.1030998051443481,0.00674952300748052,0.006369681646481646,0.009918082355596654,0.010360741423734039,0.010579288498927468,0.01635014558698331,0.009353678158381878,0.013231098827360824,0.010853040947010678,0.005635087611334447,0.00880487097453835,0.004391369303429936,0.07678381809761631,0.07299213162004832,0.10988561919000013,0.11434230654392619,0.1128238926491628,0.172095750867837,0.10113214691773295,0.13959733031788263,0.11576399453785764,0.06435217561116638,0.09594725114865152,0.050584010991209724
8.0,0.15519978189307473,0.14729978291060192,0.22109977353099564,0.23039977224396896,0.22789980951904326,0.34469979859415445,0.20379981300644903,0.2812998037679916,0.23439977777817025,0.12909979153517953,0.19339978270645444,0.10219979452528889,0.006682018049589273,0.006312044218912682,0.009826160062369256,0.010277836776894115,0.010467640544808513,0.01632210963362789,0.009272802765033996,0.01313760445412246,0.010733480810571606,0.005605677933951152,0.008707638857496695,0.004344717170858874,0.06239216829094476,0.05945548187543344,0.08978897042561321,0.09366732436072395,0.09158724057282294,0.14297743335309437,0.08258382819958568,0.11439401239913538,0.09397734528029351,0.05301219194318557,0.07806060157945453,0.04109236020091569
9.0,0.15399973194516975,0.1461997330770749,0.21959972222068308,0.2289997207681665,0.22579976139840027,0.34429974678226316,0.20239976540018573,0.2796997538671517,0.23239972596484762,0.1285997417737949,0.19159973172521685,0.10139974497559638,0.006611642805389908,0.006247105231949084,0.009732892249637236,0.010188186269246084,0.01034476325752419,0.016280951734822684,0.009186497498508934,0.01303606512523415,0.010612458203005073,0.005570081470980411,0.008600857903235155,0.00429752299728034,0.04828885326210071,0.04619049970440207,0.0698339890897515,0.07311734319326955,0.07070558937502076,0.11389244995444506,0.06425051008682928,0.08942236214279452,0.07246403026029187,0.041803875726764445,0.06032395257542918,0.03176571063331938
10.0,0.15279925469996644,0.1451992575188699,0.21809922950061617,0.22769922547696217,0.2238992827122865,0.34399924261467574,0.20109929359345763,0.27819926196716926,0.23059922928402155,0.12819927291654734,0.1899992457095549,0.10059927724067327,0.00649483152535569,0.006141631755570594,0.009573837757213098,0.010034188229930715,0.010165530092961778,0.016163283193052384,0.009044567877792953,0.012861865726081062,0.010432317152617266,0.0055018318440238885,0.008446731221109094,0.004217584058033226,0.034375541751350734,0.03301718821295837,0.05018401229407215,0.052774033020824535,0.04999894262116586,0.08484080442497091,0.04612386229617685,0.06467404871991983,0.051297386222051274,0.030637230732643978,0.04273730812664476,0.022595732115729458
