cost,time,Pg,B,R,Pd,P0,P_rsrv,P_cul,status,cost_opt,peak_opt
18902.08075488061,1.969,0.0,0.0,0.0,0.0,9.12703078458745,0,0.0,OPTIMAL,449028.9988352356,0.0
