cost,time,Pg,B,R,Pd,P0,P_rsrv,P_cul,status,cost_opt,peak_opt
21889.09708411023,3.36,2.9080465719189523,0.0,0.0,2.9080465719189523,7.737397343269789,0,-4.219077886537248e-15,OPTIMAL,472007.0122339912,0.0
