cost,time,Pg,B,R,Pd,P0,P_rsrv,P_cul,status,cost_opt,peak_opt
1867.5667575740363,9.718,9.935064739932399,374.9999999999992,-9.85565795641464e-16,9.935064739932399,0.7169162217174803,0,1.1904539853890839e-16,OPTIMAL,452946.9018413229,0.0
