cost,time,Pg,B,R,Pd,P0,P_rsrv,P_cul,status,cost_opt,peak_opt
13008.322579698412,94.844,0.0,188.17177331257474,-0.03441526590525221,0.0,8.104873881432033,0,0.0,OPTIMAL,448384.0105712542,1.5431039117675736
