cost,time,Pg,B,R,Pd,P0,P_rsrv,P_cul,status
1833.6546640353492,7.219,5.089970501515901,0.0,0.0,6.475531559367311,6.4755314296041195,0,-5.0214652916427986e-8,OPTIMAL
