cost,time,Pg,B,R,Pd,P0,P_rsrv,P_cul,status,cost_opt,peak_opt
16001.861947533911,240.297,6.202418573766316,368.0459999999992,-0.7545364158232464,6.202418573766316,5.000581858604347,0,-1.4882572171165398e-15,OPTIMAL,452508.7963327146,1.5333347025733688
