Feeder,Pf,QF,Pg,B,R,P_rsrv,P_0,Cost,time
feeder1,2.8500001559503136,0.07133581152225708,0,0.2499999778303858,-15595031355139943e-23,0,25.018877935959075,78.18399354987211,2.8659300804138184
feeder2,1.8500001559503136,0.09250000000000001,0,0.2499999778303858,-1559503135514465e-22,0,25.018877935959075,78.18399354987211,2.8659300804138184
feeder3,2.2080001559503137,-0.11040000000000001,0,0.2499999778303858,-155950313551526e-21,0,25.018877935959075,78.18399354987211,2.8659300804138184
feeder4,1.3120001559503136,-0.0656,0,0.2499999778303858,-15595031355147527e-23,0,25.018877935959075,78.18399354987211,2.8659300804138184
feeder5,2.044000182896642,0.061986782132376544,0,0.24999997571913674,-18289664199503435e-23,0,25.018877935959075,78.18399354987211,2.8659300804138184
feeder6,3.1430001828966416,0.15715,0,0.24999997571913674,-18289664199494604e-23,0,25.018877935959075,78.18399354987211,2.8659300804138184
feeder7,1.865000182896642,-0.09325,0,0.24999997571913674,-18289664199502752e-23,0,25.018877935959075,78.18399354987211,2.8659300804138184
feeder8,2.887000182896642,-0.14435,0,0.24999997571913674,-18289664199483368e-23,0,25.018877935959075,78.18399354987211,2.8659300804138184
feeder9,1.3310001932124251,0.04399833433405048,0,0.24999997483240097,-19321242514113142e-23,0,25.018877935959075,78.18399354987211,2.8659300804138184
feeder10,1.3190001932124251,-0.06595,0,0.24999997483240097,-19321242514111252e-23,0,25.018877935959075,78.18399354987211,2.8659300804138184
feeder11,2.1970001932124252,0.10985,0,0.24999997483240097,-19321242514108266e-23,0,25.018877935959075,78.18399354987211,2.8659300804138184
feeder12,2.0070001932124253,-0.10035000000000001,0,0.24999997483240097,-19321242514106768e-23,0,25.018877935959075,78.18399354987211,2.8659300804138184
