cost,time,Pg,B,R,Pd,P0,P_rsrv,P_cul,status,cost_opt,peak_opt
20720.747259870637,10.828,0.0,44.51899999999959,-0.7496616778765393,0.0,10.005189406021554,0,0.0,OPTIMAL,442132.3317295426,0.0
