cost,time,Pg,B,R,Pd,P0,P_rsrv,P_cul,status,cost_opt,peak_opt
19996.89562706224,17.015,3.5710712291687177,75.00000000000016,0.0,3.5710712291687177,7.551697744358853,0,-6.474584323540311e-16,OPTIMAL,481017.19638870604,0.0
