cost,time,Pg,B,R,Pd_net,P0,P_rsrv,P_cul,status,cost_agg
3791.3908425236277,64.938,5.1761285249667415,31.448999999999877,3.749999945208326,1.6650102476122333,1.7194516292624162,0,-5.351365457726212e-7,OPTIMAL,482968.3905897999
