cost,time,Pg,B,R,Pd_net,P0,P_rsrv,P_cul,status,cost_agg
46481.42179756382,52.359,0.0,12.589999999999838,-3.7392035866228652,15.281832462178091,15.432078950054386,0,0.0,OPTIMAL,443128.72304223094
