cost,time,Pg,B,R,Pd_net,P0,P_rsrv,P_cul,status,cost_agg
13366.824746741386,42.422,0.0,74.99999999999989,1.8083356631058157e-5,8.27016891053161,8.32823971759588,0,0.0,OPTIMAL,480389.792070269
