cost,time,Pg,B,R,Pd_net,P0,P_rsrv,P_cul,status,cost_agg
12315.063605972095,49.891,0.0,74.99999999999989,2.9719010233846087e-5,8.255238198945474,8.315370429420724,0,0.0,OPTIMAL,479224.4121101005
