feeder_1,feeder_2,feeder_3
1.04054825148778,1.0408225959762836,1.04054825148778
1.0405653782543187,1.0408307477184575,1.0405653782543187
1.0405731911436469,1.0408145598639003,1.0405731911436469
1.040512060339599,1.0407889314237273,1.040512060339599
1.0405825831033981,1.040789940533722,1.0405825831033981
1.0405035218505982,1.0407269387409317,1.0405035218505982
1.0405268076407321,1.0407149962506903,1.0405268076407321
1.0404099243015132,1.0408080971732583,1.0404099243015132
1.0404902727696594,1.0407621612259903,1.0404902727696594
1.0404474972278857,1.0407044003520627,1.0404474972278857
1.0404789240563446,1.0407280643814385,1.0404789240563446
1.040409567534495,1.0407446031417686,1.040409567534495
