cost,time,Pg,B,R,Pd,P0,P_rsrv,P_cul,status,cost_opt,peak_opt
18879.95509765947,14.313,0.0,0.1079999999998096,0.010594561281047181,0.0,9.116347222433351,0,0.0,OPTIMAL,443361.2116594934,1.6971559056350547
