Time Stamp,Time Zone,Name,PTID,10 Min Spinning Reserve ($/MWHr),10 Min Non-Synchronous Reserve ($/MWHr),30 Min Operating Reserve ($/MWHr),NYCA Regulation Capacity ($/MWHr),NYCA Regulation Movement ($/MW)
05/29/2019 05:50:00,EDT,HUD VL,61758,0.00,0.00,0.00,3.00,0.30
05/29/2019 05:50:00,EDT,LONGIL,61762,0.00,0.00,0.00,3.00,0.30
05/29/2019 05:50:00,EDT,MHK VL,61756,0.00,0.00,0.00,3.00,0.30
05/29/2019 05:50:00,EDT,MILLWD,61759,0.00,0.00,0.00,3.00,0.30
05/29/2019 05:50:00,EDT,N.Y.C.,61761,0.00,0.00,0.00,3.00,0.30
05/29/2019 05:50:00,EDT,NORTH,61755,0.00,0.00,0.00,3.00,0.30
05/29/2019 05:50:00,EDT,WEST,61752,0.00,0.00,0.00,3.00,0.30
05/29/2019 05:55:00,EDT,CAPITL,61757,0.00,0.00,0.00,3.00,0.30
05/29/2019 05:55:00,EDT,CENTRL,61754,0.00,0.00,0.00,3.00,0.30
05/29/2019 05:55:00,EDT,DUNWOD,61760,0.00,0.00,0.00,3.00,0.30
05/29/2019 05:55:00,EDT,GENESE,61753,0.00,0.00,0.00,3.00,0.30
05/29/2019 05:55:00,EDT,HUD VL,61758,0.00,0.00,0.00,3.00,0.30
05/29/2019 05:55:00,EDT,LONGIL,61762,0.00,0.00,0.00,3.00,0.30
05/29/2019 05:55:00,EDT,MHK VL,61756,0.00,0.00,0.00,3.00,0.30
05/29/2019 05:55:00,EDT,MILLWD,61759,0.00,0.00,0.00,3.00,0.30
05/29/2019 05:55:00,EDT,N.Y.C.,61761,0.00,0.00,0.00,3.00,0.30
05/29/2019 05:55:00,EDT,NORTH,61755,0.00,0.00,0.00,3.00,0.30
05/29/2019 05:55:00,EDT,WEST,61752,0.00,0.00,0.00,3.00,0.30
05/29/2019 06:00:00,EDT,CAPITL,61757,0.00,0.00,0.00,524.87,0.01
05/29/2019 06:00:00,EDT,CENTRL,61754,0.00,0.00,0.00,524.87,0.01
05/29/2019 06:00:00,EDT,DUNWOD,61760,0.00,0.00,0.00,524.87,0.01
05/29/2019 06:00:00,EDT,GENESE,61753,0.00,0.00,0.00,524.87,0.01
05/29/2019 06:00:00,EDT,HUD VL,61758,0.00,0.00,0.00,524.87,0.01
05/29/2019 06:00:00,EDT,LONGIL,61762,0.00,0.00,0.00,524.87,0.01
05/29/2019 06:00:00,EDT,MHK VL,61756,0.00,0.00,0.00,524.87,0.01
05/29/2019 06:00:00,EDT,MILLWD,61759,0.00,0.00,0.00,524.87,0.01
05/29/2019 06:00:00,EDT,N.Y.C.,61761,0.00,0.00,0.00,524.87,0.01
05/29/2019 06:00:00,EDT,NORTH,61755,0.00,0.00,0.00,524.87,0.01
05/29/2019 06:00:00,EDT,WEST,61752,0.00,0.00,0.00,524.87,0.01
05/29/2019 06:05:00,EDT,CAPITL,61757,0.00,0.00,0.00,6.89,0.01
05/29/2019 06:05:00,EDT,CENTRL,61754,0.00,0.00,0.00,6.89,0.01
05/29/2019 06:05:00,EDT,DUNWOD,61760,0.00,0.00,0.00,6.89,0.01
05/29/2019 06:05:00,EDT,GENESE,61753,0.00,0.00,0.00,6.89,0.01
05/29/2019 06:05:00,EDT,HUD VL,61758,0.00,0.00,0.00,6.89,0.01
05/29/2019 06:05:00,EDT,LONGIL,61762,0.00,0.00,0.00,6.89,0.01
05/29/2019 06:05:00,EDT,MHK VL,61756,0.00,0.00,0.00,6.89,0.01
05/29/2019 06:05:00,EDT,MILLWD,61759,0.00,0.00,0.00,6.89,0.01
05/29/2019 06:05:00,EDT,N.Y.C.,61761,0.00,0.00,0.00,6.89,0.01
05/29/2019 06:05:00,EDT,NORTH,61755,0.00,0.00,0.00,6.89,0.01
05/29/2019 06:05:00,EDT,WEST,61752,0.00,0.00,0.00,6.89,0.01
05/29/2019 06:10:00,EDT,CAPITL,61757,0.00,0.00,0.00,8.09,0.01
05/29/2019 06:10:00,EDT,CENTRL,61754,0.00,0.00,0.00,8.09,0.01
05/29/2019 06:10:00,EDT,DUNWOD,61760,0.00,0.00,0.00,8.09,0.01
05/29/2019 06:10:00,EDT,GENESE,61753,0.00,0.00,0.00,8.09,0.01
05/29/2019 06:10:00,EDT,HUD VL,61758,0.00,0.00,0.00,8.09,0.01
05/29/2019 06:10:00,EDT,LONGIL,61762,0.00,0.00,0.00,8.09,0.01
05/29/2019 06:10:00,EDT,MHK VL,61756,0.00,0.00,0.00,8.09,0.01
05/29/2019 06:10:00,EDT,MILLWD,61759,0.00,0.00,0.00,8.09,0.01
05/29/2019 06:10:00,EDT,N.Y.C.,61761,0.00,0.00,0.00,8.09,0.01
05/29/2019 06:10:00,EDT,NORTH,61755,0.00,0.00,0.00,8.09,0.01
05/29/2019 06:10:00,EDT,WEST,61752,0.00,0.00,0.00,8.09,0.01
05/29/2019 06:15:00,EDT,CAPITL,61757,0.00,0.00,0.00,6.92,0.01
05/29/2019 06:15:00,EDT,CENTRL,61754,0.00,0.00,0.00,6.92,0.01
05/29/2019 06:15:00,EDT,DUNWOD,61760,0.00,0.00,0.00,6.92,0.01
05/29/2019 06:15:00,EDT,GENESE,61753,0.00,0.00,0.00,6.92,0.01
05/29/2019 06:15:00,EDT,HUD VL,61758,0.00,0.00,0.00,6.92,0.01
05/29/2019 06:15:00,EDT,LONGIL,61762,0.00,0.00,0.00,6.92,0.01
05/29/2019 06:15:00,EDT,MHK VL,61756,0.00,0.00,0.00,6.92,0.01
05/29/2019 06:15:00,EDT,MILLWD,61759,0.00,0.00,0.00,6.92,0.01
05/29/2019 06:15:00,EDT,N.Y.C.,61761,0.00,0.00,0.00,6.92,0.01
05/29/2019 06:15:00,EDT,NORTH,61755,0.00,0.00,0.00,6.92,0.01
05/29/2019 06:15:00,EDT,WEST,61752,0.00,0.00,0.00,6.92,0.01
05/29/2019 06:20:00,EDT,CAPITL,61757,0.00,0.00,0.00,3.00,0.30
05/29/2019 06:20:00,EDT,CENTRL,61754,0.00,0.00,0.00,3.00,0.30
05/29/2019 06:20:00,EDT,DUNWOD,61760,0.00,0.00,0.00,3.00,0.30
05/29/2019 06:20:00,EDT,GENESE,61753,0.00,0.00,0.00,3.00,0.30
05/29/2019 06:20:00,EDT,HUD VL,61758,0.00,0.00,0.00,3.00,0.30
05/29/2019 06:20:00,EDT,LONGIL,61762,0.00,0.00,0.00,3.00,0.30
05/29/2019 06:20:00,EDT,MHK VL,61756,0.00,0.00,0.00,3.00,0.30
05/29/2019 06:20:00,EDT,MILLWD,61759,0.00,0.00,0.00,3.00,0.30
05/29/2019 06:20:00,EDT,N.Y.C.,61761,0.00,0.00,0.00,3.00,0.30
05/29/2019 06:20:00,EDT,NORTH,61755,0.00,0.00,0.00,3.00,0.30
05/29/2019 06:20:00,EDT,WEST,61752,0.00,0.00,0.00,3.00,0.30
05/29/2019 06:25:00,EDT,CAPITL,61757,0.00,0.00,0.00,3.00,0.30
05/29/2019 06:25:00,EDT,CENTRL,61754,0.00,0.00,0.00,3.00,0.30
05/29/2019 06:25:00,EDT,DUNWOD,61760,0.00,0.00,0.00,3.00,0.30
05/29/2019 06:25:00,EDT,GENESE,61753,0.00,0.00,0.00,3.00,0.30
05/29/2019 06:25:00,EDT,HUD VL,61758,0.00,0.00,0.00,3.00,0.30
05/29/2019 06:25:00,EDT,LONGIL,61762,0.00,0.00,0.00,3.00,0.30
05/29/2019 06:25:00,EDT,MHK VL,61756,0.00,0.00,0.00,3.00,0.30
05/29/2019 06:25:00,EDT,MILLWD,61759,0.00,0.00,0.00,3.00,0.30
05/29/2019 06:25:00,EDT,N.Y.C.,61761,0.00,0.00,0.00,3.00,0.30
05/29/2019 06:25:00,EDT,NORTH,61755,0.00,0.00,0.00,3.00,0.30
05/29/2019 06:25:00,EDT,WEST,61752,0.00,0.00,0.00,3.00,0.30
05/29/2019 06:30:00,EDT,CAPITL,61757,0.00,0.00,0.00,6.91,0.01
05/29/2019 06:30:00,EDT,CENTRL,61754,0.00,0.00,0.00,6.91,0.01
05/29/2019 06:30:00,EDT,DUNWOD,61760,0.00,0.00,0.00,6.91,0.01
05/29/2019 06:30:00,EDT,GENESE,61753,0.00,0.00,0.00,6.91,0.01
05/29/2019 06:30:00,EDT,HUD VL,61758,0.00,0.00,0.00,6.91,0.01
05/29/2019 06:30:00,EDT,LONGIL,61762,0.00,0.00,0.00,6.91,0.01
05/29/2019 06:30:00,EDT,MHK VL,61756,0.00,0.00,0.00,6.91,0.01
05/29/2019 06:30:00,EDT,MILLWD,61759,0.00,0.00,0.00,6.91,0.01
05/29/2019 06:30:00,EDT,N.Y.C.,61761,0.00,0.00,0.00,6.91,0.01
05/29/2019 06:30:00,EDT,NORTH,61755,0.00,0.00,0.00,6.91,0.01
05/29/2019 06:30:00,EDT,WEST,61752,0.00,0.00,0.00,6.91,0.01
05/29/2019 06:35:00,EDT,CAPITL,61757,0.00,0.00,0.00,3.00,0.30
05/29/2019 06:35:00,EDT,CENTRL,61754,0.00,0.00,0.00,3.00,0.30
05/29/2019 06:35:00,EDT,DUNWOD,61760,0.00,0.00,0.00,3.00,0.30
05/29/2019 06:35:00,EDT,GENESE,61753,0.00,0.00,0.00,3.00,0.30
05/29/2019 06:35:00,EDT,HUD VL,61758,0.00,0.00,0.00,3.00,0.30
05/29/2019 06:35:00,EDT,LONGIL,61762,0.00,0.00,0.00,3.00,0.30
05/29/2019 06:35:00,EDT,MHK VL,61756,0.00,0.00,0.00,3.00,0.30
05/29/2019 06:35:00,EDT,MILLWD,61759,0.00,0.00,0.00,3.00,0.30
05/29/2019 06:35:00,EDT,N.Y.C.,61761,0.00,0.00,0.00,3.00,0.30
05/29/2019 06:35:00,EDT,NORTH,61755,0.00,0.00,0.00,3.00,0.30
05/29/2019 06:35:00,EDT,WEST,61752,0.00,0.00,0.00,3.00,0.30
05/29/2019 06:40:00,EDT,CAPITL,61757,0.00,0.00,0.00,7.20,0.01
05/29/2019 06:40:00,EDT,CENTRL,61754,0.00,0.00,0.00,7.20,0.01
05/29/2019 06:40:00,EDT,DUNWOD,61760,0.00,0.00,0.00,7.20,0.01
05/29/2019 06:40:00,EDT,GENESE,61753,0.00,0.00,0.00,7.20,0.01
05/29/2019 06:40:00,EDT,HUD VL,61758,0.00,0.00,0.00,7.20,0.01
05/29/2019 06:40:00,EDT,LONGIL,61762,0.00,0.00,0.00,7.20,0.01
05/29/2019 06:40:00,EDT,MHK VL,61756,0.00,0.00,0.00,7.20,0.01
05/29/2019 06:40:00,EDT,MILLWD,61759,0.00,0.00,0.00,7.20,0.01
05/29/2019 06:40:00,EDT,N.Y.C.,61761,0.00,0.00,0.00,7.20,0.01
05/29/2019 06:40:00,EDT,NORTH,61755,0.00,0.00,0.00,7.20,0.01
05/29/2019 06:40:00,EDT,WEST,61752,0.00,0.00,0.00,7.20,0.01
05/29/2019 06:45:00,EDT,CAPITL,61757,0.00,0.00,0.00,7.23,0.01
05/29/2019 06:45:00,EDT,CENTRL,61754,0.00,0.00,0.00,7.23,0.01
05/29/2019 06:45:00,EDT,DUNWOD,61760,0.00,0.00,0.00,7.23,0.01
05/29/2019 06:45:00,EDT,GENESE,61753,0.00,0.00,0.00,7.23,0.01
05/29/2019 06:45:00,EDT,HUD VL,61758,0.00,0.00,0.00,7.23,0.01
05/29/2019 06:45:00,EDT,LONGIL,61762,0.00,0.00,0.00,7.23,0.01
05/29/2019 06:45:00,EDT,MHK VL,61756,0.00,0.00,0.00,7.23,0.01
05/29/2019 06:45:00,EDT,MILLWD,61759,0.00,0.00,0.00,7.23,0.01
05/29/2019 06:45:00,EDT,N.Y.C.,61761,0.00,0.00,0.00,7.23,0.01
05/29/2019 06:45:00,EDT,NORTH,61755,0.00,0.00,0.00,7.23,0.01
05/29/2019 06:45:00,EDT,WEST,61752,0.00,0.00,0.00,7.23,0.01
05/29/2019 06:50:00,EDT,CAPITL,61757,0.00,0.00,0.00,3.00,0.30
05/29/2019 06:50:00,EDT,CENTRL,61754,0.00,0.00,0.00,3.00,0.30
05/29/2019 06:50:00,EDT,DUNWOD,61760,0.00,0.00,0.00,3.00,0.30
05/29/2019 06:50:00,EDT,GENESE,61753,0.00,0.00,0.00,3.00,0.30
05/29/2019 06:50:00,EDT,HUD VL,61758,0.00,0.00,0.00,3.00,0.30
05/29/2019 06:50:00,EDT,LONGIL,61762,0.00,0.00,0.00,3.00,0.30
05/29/2019 06:50:00,EDT,MHK VL,61756,0.00,0.00,0.00,3.00,0.30
05/29/2019 06:50:00,EDT,MILLWD,61759,0.00,0.00,0.00,3.00,0.30
05/29/2019 06:50:00,EDT,N.Y.C.,61761,0.00,0.00,0.00,3.00,0.30
05/29/2019 06:50:00,EDT,NORTH,61755,0.00,0.00,0.00,3.00,0.30
05/29/2019 06:50:00,EDT,WEST,61752,0.00,0.00,0.00,3.00,0.30
05/29/2019 06:55:00,EDT,CAPITL,61757,0.00,0.00,0.00,3.00,0.30
05/29/2019 06:55:00,EDT,CENTRL,61754,0.00,0.00,0.00,3.00,0.30
05/29/2019 06:55:00,EDT,DUNWOD,61760,0.00,0.00,0.00,3.00,0.30
05/29/2019 06:55:00,EDT,GENESE,61753,0.00,0.00,0.00,3.00,0.30
05/29/2019 06:55:00,EDT,HUD VL,61758,0.00,0.00,0.00,3.00,0.30
05/29/2019 06:55:00,EDT,LONGIL,61762,0.00,0.00,0.00,3.00,0.30
05/29/2019 06:55:00,EDT,MHK VL,61756,0.00,0.00,0.00,3.00,0.30
05/29/2019 06:55:00,EDT,MILLWD,61759,0.00,0.00,0.00,3.00,0.30
05/29/2019 06:55:00,EDT,N.Y.C.,61761,0.00,0.00,0.00,3.00,0.30
05/29/2019 06:55:00,EDT,NORTH,61755,0.00,0.00,0.00,3.00,0.30
05/29/2019 06:55:00,EDT,WEST,61752,0.00,0.00,0.00,3.00,0.30
05/29/2019 07:00:00,EDT,CAPITL,61757,0.00,0.00,0.00,7.07,0.01
05/29/2019 07:00:00,EDT,CENTRL,61754,0.00,0.00,0.00,7.07,0.01
05/29/2019 07:00:00,EDT,DUNWOD,61760,0.00,0.00,0.00,7.07,0.01
05/29/2019 07:00:00,EDT,GENESE,61753,0.00,0.00,0.00,7.07,0.01
05/29/2019 07:00:00,EDT,HUD VL,61758,0.00,0.00,0.00,7.07,0.01
05/29/2019 07:00:00,EDT,LONGIL,61762,0.00,0.00,0.00,7.07,0.01
05/29/2019 07:00:00,EDT,MHK VL,61756,0.00,0.00,0.00,7.07,0.01
05/29/2019 07:00:00,EDT,MILLWD,61759,0.00,0.00,0.00,7.07,0.01
05/29/2019 07:00:00,EDT,N.Y.C.,61761,0.00,0.00,0.00,7.07,0.01
05/29/2019 07:00:00,EDT,NORTH,61755,0.00,0.00,0.00,7.07,0.01
05/29/2019 07:00:00,EDT,WEST,61752,0.00,0.00,0.00,7.07,0.01
05/29/2019 07:05:00,EDT,CAPITL,61757,0.00,0.00,0.00,5.44,0.13
05/29/2019 07:05:00,EDT,CENTRL,61754,0.00,0.00,0.00,5.44,0.13
05/29/2019 07:05:00,EDT,DUNWOD,61760,0.00,0.00,0.00,5.44,0.13
05/29/2019 07:05:00,EDT,GENESE,61753,0.00,0.00,0.00,5.44,0.13
05/29/2019 07:05:00,EDT,HUD VL,61758,0.00,0.00,0.00,5.44,0.13
05/29/2019 07:05:00,EDT,LONGIL,61762,0.00,0.00,0.00,5.44,0.13
05/29/2019 07:05:00,EDT,MHK VL,61756,0.00,0.00,0.00,5.44,0.13
05/29/2019 07:05:00,EDT,MILLWD,61759,0.00,0.00,0.00,5.44,0.13
05/29/2019 07:05:00,EDT,N.Y.C.,61761,0.00,0.00,0.00,5.44,0.13
05/29/2019 07:05:00,EDT,NORTH,61755,0.00,0.00,0.00,5.44,0.13
05/29/2019 07:05:00,EDT,WEST,61752,0.00,0.00,0.00,5.44,0.13
05/29/2019 07:10:00,EDT,CAPITL,61757,0.00,0.00,0.00,7.00,0.01
05/29/2019 07:10:00,EDT,CENTRL,61754,0.00,0.00,0.00,7.00,0.01
05/29/2019 07:10:00,EDT,DUNWOD,61760,0.00,0.00,0.00,7.00,0.01
05/29/2019 07:10:00,EDT,GENESE,61753,0.00,0.00,0.00,7.00,0.01
05/29/2019 07:10:00,EDT,HUD VL,61758,0.00,0.00,0.00,7.00,0.01
05/29/2019 07:10:00,EDT,LONGIL,61762,0.00,0.00,0.00,7.00,0.01
05/29/2019 07:10:00,EDT,MHK VL,61756,0.00,0.00,0.00,7.00,0.01
05/29/2019 07:10:00,EDT,MILLWD,61759,0.00,0.00,0.00,7.00,0.01
05/29/2019 07:10:00,EDT,N.Y.C.,61761,0.00,0.00,0.00,7.00,0.01
05/29/2019 07:10:00,EDT,NORTH,61755,0.00,0.00,0.00,7.00,0.01
05/29/2019 07:10:00,EDT,WEST,61752,0.00,0.00,0.00,7.00,0.01
05/29/2019 07:15:00,EDT,CAPITL,61757,0.00,0.00,0.00,7.00,0.01
05/29/2019 07:15:00,EDT,CENTRL,61754,0.00,0.00,0.00,7.00,0.01
05/29/2019 07:15:00,EDT,DUNWOD,61760,0.00,0.00,0.00,7.00,0.01
05/29/2019 07:15:00,EDT,GENESE,61753,0.00,0.00,0.00,7.00,0.01
05/29/2019 07:15:00,EDT,HUD VL,61758,0.00,0.00,0.00,7.00,0.01
05/29/2019 07:15:00,EDT,LONGIL,61762,0.00,0.00,0.00,7.00,0.01
05/29/2019 07:15:00,EDT,MHK VL,61756,0.00,0.00,0.00,7.00,0.01
05/29/2019 07:15:00,EDT,MILLWD,61759,0.00,0.00,0.00,7.00,0.01
05/29/2019 07:15:00,EDT,N.Y.C.,61761,0.00,0.00,0.00,7.00,0.01
05/29/2019 07:15:00,EDT,NORTH,61755,0.00,0.00,0.00,7.00,0.01
05/29/2019 07:15:00,EDT,WEST,61752,0.00,0.00,0.00,7.00,0.01
05/29/2019 07:20:00,EDT,CAPITL,61757,0.00,0.00,0.00,7.00,0.01
05/29/2019 07:20:00,EDT,CENTRL,61754,0.00,0.00,0.00,7.00,0.01
05/29/2019 07:20:00,EDT,DUNWOD,61760,0.00,0.00,0.00,7.00,0.01
05/29/2019 07:20:00,EDT,GENESE,61753,0.00,0.00,0.00,7.00,0.01
05/29/2019 07:20:00,EDT,HUD VL,61758,0.00,0.00,0.00,7.00,0.01
05/29/2019 07:20:00,EDT,LONGIL,61762,0.00,0.00,0.00,7.00,0.01
05/29/2019 07:20:00,EDT,MHK VL,61756,0.00,0.00,0.00,7.00,0.01
05/29/2019 07:20:00,EDT,MILLWD,61759,0.00,0.00,0.00,7.00,0.01
05/29/2019 07:20:00,EDT,N.Y.C.,61761,0.00,0.00,0.00,7.00,0.01
05/29/2019 07:20:00,EDT,NORTH,61755,0.00,0.00,0.00,7.00,0.01
05/29/2019 07:20:00,EDT,WEST,61752,0.00,0.00,0.00,7.00,0.01
05/29/2019 07:25:00,EDT,CAPITL,61757,0.00,0.00,0.00,7.00,0.01
05/29/2019 07:25:00,EDT,CENTRL,61754,0.00,0.00,0.00,7.00,0.01
05/29/2019 07:25:00,EDT,DUNWOD,61760,0.00,0.00,0.00,7.00,0.01
05/29/2019 07:25:00,EDT,GENESE,61753,0.00,0.00,0.00,7.00,0.01
05/29/2019 07:25:00,EDT,HUD VL,61758,0.00,0.00,0.00,7.00,0.01
05/29/2019 07:25:00,EDT,LONGIL,61762,0.00,0.00,0.00,7.00,0.01
05/29/2019 07:25:00,EDT,MHK VL,61756,0.00,0.00,0.00,7.00,0.01
05/29/2019 07:25:00,EDT,MILLWD,61759,0.00,0.00,0.00,7.00,0.01
05/29/2019 07:25:00,EDT,N.Y.C.,61761,0.00,0.00,0.00,7.00,0.01
05/29/2019 07:25:00,EDT,NORTH,61755,0.00,0.00,0.00,7.00,0.01
05/29/2019 07:25:00,EDT,WEST,61752,0.00,0.00,0.00,7.00,0.01
05/29/2019 07:30:00,EDT,CAPITL,61757,0.00,0.00,0.00,7.00,0.01
05/29/2019 07:30:00,EDT,CENTRL,61754,0.00,0.00,0.00,7.00,0.01
05/29/2019 07:30:00,EDT,DUNWOD,61760,0.00,0.00,0.00,7.00,0.01
05/29/2019 07:30:00,EDT,GENESE,61753,0.00,0.00,0.00,7.00,0.01
05/29/2019 07:30:00,EDT,HUD VL,61758,0.00,0.00,0.00,7.00,0.01
05/29/2019 07:30:00,EDT,LONGIL,61762,0.00,0.00,0.00,7.00,0.01
05/29/2019 07:30:00,EDT,MHK VL,61756,0.00,0.00,0.00,7.00,0.01
05/29/2019 07:30:00,EDT,MILLWD,61759,0.00,0.00,0.00,7.00,0.01
05/29/2019 07:30:00,EDT,N.Y.C.,61761,0.00,0.00,0.00,7.00,0.01
05/29/2019 07:30:00,EDT,NORTH,61755,0.00,0.00,0.00,7.00,0.01
05/29/2019 07:30:00,EDT,WEST,61752,0.00,0.00,0.00,7.00,0.01
05/29/2019 07:35:00,EDT,CAPITL,61757,0.00,0.00,0.00,7.00,0.01
05/29/2019 07:35:00,EDT,CENTRL,61754,0.00,0.00,0.00,7.00,0.01
05/29/2019 07:35:00,EDT,DUNWOD,61760,0.00,0.00,0.00,7.00,0.01
05/29/2019 07:35:00,EDT,GENESE,61753,0.00,0.00,0.00,7.00,0.01
05/29/2019 07:35:00,EDT,HUD VL,61758,0.00,0.00,0.00,7.00,0.01
05/29/2019 07:35:00,EDT,LONGIL,61762,0.00,0.00,0.00,7.00,0.01
05/29/2019 07:35:00,EDT,MHK VL,61756,0.00,0.00,0.00,7.00,0.01
05/29/2019 07:35:00,EDT,MILLWD,61759,0.00,0.00,0.00,7.00,0.01
05/29/2019 07:35:00,EDT,N.Y.C.,61761,0.00,0.00,0.00,7.00,0.01
05/29/2019 07:35:00,EDT,NORTH,61755,0.00,0.00,0.00,7.00,0.01
05/29/2019 07:35:00,EDT,WEST,61752,0.00,0.00,0.00,7.00,0.01
05/29/2019 07:40:00,EDT,CAPITL,61757,0.00,0.00,0.00,7.47,0.01
05/29/2019 07:40:00,EDT,CENTRL,61754,0.00,0.00,0.00,7.47,0.01
05/29/2019 07:40:00,EDT,DUNWOD,61760,0.00,0.00,0.00,7.47,0.01
05/29/2019 07:40:00,EDT,GENESE,61753,0.00,0.00,0.00,7.47,0.01
05/29/2019 07:40:00,EDT,HUD VL,61758,0.00,0.00,0.00,7.47,0.01
05/29/2019 07:40:00,EDT,LONGIL,61762,0.00,0.00,0.00,7.47,0.01
05/29/2019 07:40:00,EDT,MHK VL,61756,0.00,0.00,0.00,7.47,0.01
05/29/2019 07:40:00,EDT,MILLWD,61759,0.00,0.00,0.00,7.47,0.01
05/29/2019 07:40:00,EDT,N.Y.C.,61761,0.00,0.00,0.00,7.47,0.01
05/29/2019 07:40:00,EDT,NORTH,61755,0.00,0.00,0.00,7.47,0.01
05/29/2019 07:40:00,EDT,WEST,61752,0.00,0.00,0.00,7.47,0.01
05/29/2019 07:45:00,EDT,CAPITL,61757,0.00,0.00,0.00,7.00,0.01
05/29/2019 07:45:00,EDT,CENTRL,61754,0.00,0.00,0.00,7.00,0.01
05/29/2019 07:45:00,EDT,DUNWOD,61760,0.00,0.00,0.00,7.00,0.01
05/29/2019 07:45:00,EDT,GENESE,61753,0.00,0.00,0.00,7.00,0.01
05/29/2019 07:45:00,EDT,HUD VL,61758,0.00,0.00,0.00,7.00,0.01
05/29/2019 07:45:00,EDT,LONGIL,61762,0.00,0.00,0.00,7.00,0.01
05/29/2019 07:45:00,EDT,MHK VL,61756,0.00,0.00,0.00,7.00,0.01
05/29/2019 07:45:00,EDT,MILLWD,61759,0.00,0.00,0.00,7.00,0.01
05/29/2019 07:45:00,EDT,N.Y.C.,61761,0.00,0.00,0.00,7.00,0.01
05/29/2019 07:45:00,EDT,NORTH,61755,0.00,0.00,0.00,7.00,0.01
05/29/2019 07:45:00,EDT,WEST,61752,0.00,0.00,0.00,7.00,0.01
05/29/2019 07:50:00,EDT,CAPITL,61757,0.00,0.00,0.00,7.00,0.01
05/29/2019 07:50:00,EDT,CENTRL,61754,0.00,0.00,0.00,7.00,0.01
05/29/2019 07:50:00,EDT,DUNWOD,61760,0.00,0.00,0.00,7.00,0.01
05/29/2019 07:50:00,EDT,GENESE,61753,0.00,0.00,0.00,7.00,0.01
05/29/2019 07:50:00,EDT,HUD VL,61758,0.00,0.00,0.00,7.00,0.01
05/29/2019 07:50:00,EDT,LONGIL,61762,0.00,0.00,0.00,7.00,0.01
05/29/2019 07:50:00,EDT,MHK VL,61756,0.00,0.00,0.00,7.00,0.01
05/29/2019 07:50:00,EDT,MILLWD,61759,0.00,0.00,0.00,7.00,0.01
05/29/2019 07:50:00,EDT,N.Y.C.,61761,0.00,0.00,0.00,7.00,0.01
05/29/2019 07:50:00,EDT,NORTH,61755,0.00,0.00,0.00,7.00,0.01
05/29/2019 07:50:00,EDT,WEST,61752,0.00,0.00,0.00,7.00,0.01
05/29/2019 07:55:00,EDT,CAPITL,61757,0.00,0.00,0.00,7.13,0.01
05/29/2019 07:55:00,EDT,CENTRL,61754,0.00,0.00,0.00,7.13,0.01
05/29/2019 07:55:00,EDT,DUNWOD,61760,0.00,0.00,0.00,7.13,0.01
05/29/2019 07:55:00,EDT,GENESE,61753,0.00,0.00,0.00,7.13,0.01
05/29/2019 07:55:00,EDT,HUD VL,61758,0.00,0.00,0.00,7.13,0.01
05/29/2019 07:55:00,EDT,LONGIL,61762,0.00,0.00,0.00,7.13,0.01
05/29/2019 07:55:00,EDT,MHK VL,61756,0.00,0.00,0.00,7.13,0.01
05/29/2019 07:55:00,EDT,MILLWD,61759,0.00,0.00,0.00,7.13,0.01
05/29/2019 07:55:00,EDT,N.Y.C.,61761,0.00,0.00,0.00,7.13,0.01
05/29/2019 07:55:00,EDT,NORTH,61755,0.00,0.00,0.00,7.13,0.01
05/29/2019 07:55:00,EDT,WEST,61752,0.00,0.00,0.00,7.13,0.01
05/29/2019 08:00:00,EDT,CAPITL,61757,0.00,0.00,0.00,7.00,0.01
05/29/2019 08:00:00,EDT,CENTRL,61754,0.00,0.00,0.00,7.00,0.01
05/29/2019 08:00:00,EDT,DUNWOD,61760,0.00,0.00,0.00,7.00,0.01
05/29/2019 08:00:00,EDT,GENESE,61753,0.00,0.00,0.00,7.00,0.01
05/29/2019 08:00:00,EDT,HUD VL,61758,0.00,0.00,0.00,7.00,0.01
05/29/2019 08:00:00,EDT,LONGIL,61762,0.00,0.00,0.00,7.00,0.01
05/29/2019 08:00:00,EDT,MHK VL,61756,0.00,0.00,0.00,7.00,0.01
05/29/2019 08:00:00,EDT,MILLWD,61759,0.00,0.00,0.00,7.00,0.01
05/29/2019 08:00:00,EDT,N.Y.C.,61761,0.00,0.00,0.00,7.00,0.01
05/29/2019 08:00:00,EDT,NORTH,61755,0.00,0.00,0.00,7.00,0.01
05/29/2019 08:00:00,EDT,WEST,61752,0.00,0.00,0.00,7.00,0.01
05/29/2019 08:05:00,EDT,CAPITL,61757,0.00,0.00,0.00,7.15,0.01
05/29/2019 08:05:00,EDT,CENTRL,61754,0.00,0.00,0.00,7.15,0.01
05/29/2019 08:05:00,EDT,DUNWOD,61760,0.00,0.00,0.00,7.15,0.01
05/29/2019 08:05:00,EDT,GENESE,61753,0.00,0.00,0.00,7.15,0.01
05/29/2019 08:05:00,EDT,HUD VL,61758,0.00,0.00,0.00,7.15,0.01
05/29/2019 08:05:00,EDT,LONGIL,61762,0.00,0.00,0.00,7.15,0.01
05/29/2019 08:05:00,EDT,MHK VL,61756,0.00,0.00,0.00,7.15,0.01
05/29/2019 08:05:00,EDT,MILLWD,61759,0.00,0.00,0.00,7.15,0.01
05/29/2019 08:05:00,EDT,N.Y.C.,61761,0.00,0.00,0.00,7.15,0.01
