cost,time,Pg,B,R,Pd,P0,P_rsrv,P_cul,status,cost_opt,peak_opt
13634.453429970517,57.438,3.2699559654555523,125.77326488791377,0.749999999999999,3.2699559654555523,6.3151706484347,0,-2.9024092157436954e-16,OPTIMAL,478749.81630697666,0.0
