GML,Layer3,Layer1
0.9820822634176782,1.0665870195985832,1.0276485943058824
0.9610574150685202,1.1196355039346126,1.0450202478923285
0.9653855438835235,1.1154147423055667,1.044901688507389
1.0055537741039557,1.0616327236189036,1.0357552570979964
0.9960743767063898,0.9910222970498688,0.9962895090074431
0.9816439168888635,1.0655716529667052,1.024411385023928
1.0044304196748233,0.966260066134913,0.9904779400416106
0.9500000011065168,1.031764577400357,0.9952466722544796
0.9991323748775839,0.975295931632496,0.9918474221368337
0.9784793331558652,1.0083501090825342,0.9965315918750445
0.950000001845492,0.9916211118063492,0.9748414609732421
0.9640574577882437,0.9950072481556481,0.9836755557576178
1.00329770138777,0.969320473014211,0.9912880927067543
0.9732468446149626,1.0089143272990013,0.9947968058590438
0.9948181460144628,1.0083231472874012,1.0030986946070963
0.9940109191022551,1.0106289247029692,1.0038742354513521
0.9922188773385118,0.9908801620668866,0.9946268516444172
0.9610941029910366,1.0255747800213413,0.9973147992701556
0.9761063014651129,1.00391078008062,0.994311056482895
0.9526827779992582,1.0272467693056855,0.9943953475994076
0.959226896691526,1.0102756179219359,0.9897262918120621
1.0228703895236455,0.948047724528938,0.9888720484042298
1.038416149088735,0.9361261395049443,0.9907894642489504
0.9796898391250085,1.0004606641780522,0.9950957440453414
0.9745051056993966,0.9764080382821491,0.9797926356177628
1.0366730680406,1.0145567742830388,1.025998393008093
1.0499999990094009,0.9215610774004745,0.9895602829512631
0.995,0.995,0.995
1.0441754123896179,0.9267136531133782,0.9898613663234682
1.0374340108295625,0.9369872700342039,0.9908269313419806
0.9695019817584722,0.9781304314951539,0.9780747274620688
1.0398,1.0398,1.0398
1.0452396795409196,0.9259855021432145,0.9894912792837971
0.9562095607343696,1.0318585039534578,0.9992682016568774
0.9688581170866336,0.9997247502968675,0.9891278857747681
0.9500103977226153,1.0449274925431316,1.0027102250302644
1.0407649733827127,0.9340370581892947,0.9906646444810421
1.0459,1.0459,1.0459
1.0499999983241153,0.9648203074853305,1.0095366532382817
1.025,1.025,1.025
1.0135960556557666,0.9709531430076032,0.9933299852456449
0.9500000534038707,1.0205857791684796,0.9904084322370795
1.0267543564834363,0.9474359330161695,0.9909454754748676
1.0243848502455883,0.9501253695526273,0.9906277164627464
1.05,1.05,1.05
0.9892552670574531,0.9887671889912844,0.993199204653614
0.979065336581021,0.9916040453338245,0.9899559119335456
1.0499999987300943,0.92042432368734,0.9897537045112289
1.0499999777294664,0.923249446467229,0.9902553621660785
1.0106,1.0106,1.0106
0.9846116473139859,1.062296316434069,1.0241809475820312
1.0,1.0,1.0
1.0,1.0,1.0
0.9790787274325682,1.067870965409811,1.024329066885796
0.950000010701134,1.044933378810395,1.002708872441549
0.9749954639933168,0.9757957574077682,0.9797330662790877
0.9790787274325682,1.067870965409811,1.024329066885796
1.024999999739427,1.025,1.025
0.9895713186072619,0.9864382459851614,0.9926458185601968
0.9512846175826339,1.0288838385238797,0.9945064391076891
1.0438444608012372,0.9006733701221932,0.9797324811473364
1.0402443437299285,0.9674880002468337,1.005938807597857
0.9904694755863943,0.9915566349666858,0.9944312675712591
0.9936847784652628,1.0777863389906013,1.0388164667802409
0.9826668907962743,1.0656303030337535,1.0274018442306123
0.9835320137696115,1.0694661119688718,1.0297547972860044
0.9828677192784875,1.0807560508338834,1.0353966839040802
0.9748077078657722,1.0984305965352619,1.0407084470020358
0.9911036378766326,1.0836417977469772,1.0408652378763654
1.0328,1.0328,1.0328
0.9967963935900195,1.0060685736775237,1.0035265978124281
1.0459,1.0459,1.0459
1.049999990864323,0.9354223213120195,0.9945729785126922
1.0499999990094009,0.9215610774004745,0.9895602829512631
1.0499999990094009,0.9215610774004745,0.9895602829512631
0.9849684614004582,0.998339749789506,0.9931670243634616
0.9790787274325682,1.067870965409811,1.024329066885796
1.024999999739427,1.025,1.025
0.9899565849230524,1.0862602735468152,1.0417437147761304
