GML,Layer3,Layer1
1.62524496122324,1.6252449612240287,1.6252449612240287
0.024666514316164116,0.02466651431616412,0.02466651431616412
0.015457677006611978,0.015457677006611981,0.015457677006611981
0.040913519988213604,0.04091351998821361,0.04091351998821361
0.26343833627005503,0.2634383362700551,0.2634383362700551
0.024534952339971362,0.024534952339971366,0.024534952339971366
0.0055253006580625215,0.005525300658062523,0.005525300658062523
3.3418189480232154,3.3418189480232163,3.3418189480232163
3.350370010005179,3.3503700100051796,3.3503700100051796
