GML,Layer3,Layer1
-0.009964864192083573,-0.01100194604785279,-0.008785415918839537
-0.020649783941372287,-0.020944736574033243,-0.01834995380099042
-0.0184837457762864,-0.018977684479780807,-0.016374047897318705
-0.01206084101712894,-0.012553216593302682,-0.010952896889285291
-0.023016986828306024,-0.02372955624330372,-0.022289145251358073
-0.025741831751988267,-0.02701656838635684,-0.030414044795147917
-0.02417406507543513,-0.025317986302731375,-0.026448175696376853
-0.024569756329583293,-0.025354528857731873,-0.02186517381846217
-0.02425073230307443,-0.0252555120180483,-0.025733652334968125
-0.02616972722480239,-0.02715121375094196,-0.02424487012908243
-0.017684015657022177,-0.01851867112404327,-0.016154682436325816
-0.019482963717519154,-0.020345107903599197,-0.018416251992607935
-0.023930015629031545,-0.02503621900054081,-0.02548617684610174
-0.024690937004643646,-0.025483337116377285,-0.023011557355991464
-0.024310152525382663,-0.025216457121108593,-0.021619118634992836
-0.023777580490717824,-0.024633044748551033,-0.02102605987792834
-0.022663404364316946,-0.02330860250695563,-0.02208959184425533
-0.020440061495260762,-0.021288850628797446,-0.018136892679605783
-0.021430553574278484,-0.022340955636951678,-0.02054978459099529
-0.025501357458296226,-0.02626323524207979,-0.023208726213022404
-0.029051769777300035,-0.030749664589467183,-0.033937412352314386
-0.020492655397386535,-0.02124550474696252,-0.03218159212440034
-0.028055422891545407,-0.029589489550327322,-0.032159679603132985
-0.02796596136468175,-0.029788629171745545,-0.03052832127902156
-0.025311583197039942,-0.02641438221695734,-0.023467330406955096
-0.03244272154222177,-0.03363997169331237,-0.03208038500659966
-0.026991331463306067,-0.028486931847976075,-0.03175199534809044
-0.03199080884161092,-0.03352651806509179,-0.029551502724900508
-0.02656740649614916,-0.02774444511610986,-0.02936884972132966
-0.027702025050034888,-0.02915168916232197,-0.03156097519406466
-0.024369689433528803,-0.025448769100527638,-0.02187191403281722
-0.036241549728882466,-0.03770833478229511,-0.03204886494200835
-0.026407582744163577,-0.027781465601790085,-0.031003371686532884
-0.030112464872938612,-0.032599881629265914,-0.034680692381659155
-0.029468837824900215,-0.031140017853073958,-0.03327571986889747
-0.03155997029085444,-0.034399035202205795,-0.036150881917783984
-0.029095360777873995,-0.030851326345291537,-0.03367321614764448
-0.03667026864655908,-0.03813705369997178,-0.032477583859685015
-0.02576039715140231,-0.026870761863058347,-0.028481390500557292
-0.03215543937573153,-0.03352356082994154,-0.02801290646484443
-0.030658946643420178,-0.03222155226534787,-0.03052690257006694
-0.028665718794361854,-0.030399666857535004,-0.03460578936512475
-0.02789720248700084,-0.029097538761074546,-0.028689205061949066
-0.025522559250867875,-0.026425434161283685,-0.026522866432835
-0.03843801846029498,-0.03990480254008999,-0.03424533318990521
-0.02455904198928448,-0.02546463417035693,-0.024740182474150333
-0.030790073439343264,-0.032211229076303284,-0.02910637505692729
-0.02575685625720832,-0.026879623609119736,-0.029350478912405106
-0.026431895104232935,-0.028087054487668794,-0.03552590847621718
-0.035065129708672885,-0.03807063667011001,-0.03582489286549562
-0.026607557204294977,-0.027911299027060518,-0.030285096756814817
0.020190716335447688,0.018339499879984907,0.020752572650332958
0.020339354763278628,0.018548273797281568,0.020836606555815936
-0.02562875067122989,-0.02690449711004787,-0.03055050960224497
-0.03155935993548288,-0.03439836168123785,-0.03615093842026382
-0.025260629791704535,-0.026361525379813983,-0.02348980329664468
-0.02562875067122989,-0.02690449711004787,-0.03055050960224497
-0.032155439375984994,-0.03352356082994154,-0.02801290646484443
-0.02362000247133673,-0.024642991365054136,-0.02315212195423155
-0.025477896973120976,-0.026241980199632847,-0.022950070296860275
-0.024801161941218102,-0.026493804755442475,-0.031376045337756744
-0.027165742087678343,-0.028344838560973366,-0.02827770896050652
-0.023106568166728896,-0.023793397218490015,-0.023184848809633406
-0.01478109482108242,-0.015338369142946028,-0.01346448268472617
-0.009320046760387939,-0.010394114742873805,-0.008214963095998779
-0.009410855457418823,-0.01049864392254309,-0.008202107747215795
-0.012570361178037554,-0.013477555444759402,-0.011156466375409459
-0.017160539198734646,-0.01775886737710452,-0.015369012395486494
-0.016350959562722672,-0.016901514283057376,-0.01499112925323986
0.0,0.0,0.0
-0.027145233943539918,-0.029248626840254997,-0.03209329342156534
-0.03667026864655908,-0.03813705369997178,-0.032477583859685015
-0.051381491196529724,-0.05565841973582818,-0.05245462931196205
-0.02699133146330607,-0.028486931847976075,-0.03175199534809044
-0.026991331463306067,-0.028486931847976075,-0.03175199534809044
-0.024310152525382663,-0.025216457121108593,-0.021619118634992836
-0.02562875067122989,-0.02690449711004787,-0.03055050960224497
-0.032155439375984994,-0.03352356082994154,-0.02801290646484443
-0.013071369304059674,-0.013948161782730473,-0.011667895007727382
