GML,Layer3,Layer1
0.01858345800934913,0.01508306975644068,0.022508416931389445
0.03491873947178023,0.028350147760094084,0.03869866785036684
0.04065502286379353,0.03268356584474298,0.04364416033131593
0.025217051879048664,0.021274902764101357,0.027092013619292376
0.06159552801852711,0.05252260300230828,0.060815380053242704
0.050625332939587486,0.04015904653959471,0.07877149331960907
0.0723524082138178,0.06382139539186239,0.07142389338807237
0.0771638988869804,0.06653630171760588,0.07957842029907372
0.07116947929281481,0.062421547597069256,0.06940670523514075
0.06241162249203987,0.052761244500226116,0.0638458734451518
0.05460643786392732,0.04633740620509732,0.056251049527487586
0.05531928569827581,0.047117719823858165,0.056183516005929315
0.06775611018022487,0.059207525623534894,0.06837172215153488
0.059626215908899126,0.05021797568110242,0.06097173501628487
0.05114458485203606,0.04238763282086669,0.05274519140367549
0.048640811223653255,0.040202488481797596,0.05063491990758636
0.061994601489786645,0.05283444751486709,0.06176142494902547
0.05060736073359733,0.042788633168076635,0.05397619139808573
0.0538696584906675,0.045793377998680836,0.054890199331382374
0.08891765427161903,0.07719616285177174,0.08970474350011985
0.15092008817678668,0.1393268950311575,0.15697506994210603
0.08600993582378574,0.07921065101466082,0.10213345421043833
0.08364961377646019,0.0742296444334193,0.08962056719232724
0.08764014793931461,0.0788765359563393,0.08652799972918075
0.10189998847486269,0.09074352983808605,0.10107575944272178
0.07276742605446855,0.06225092146397546,0.07840005930814566
0.10223023655057753,0.09658178745441592,0.09645963361581887
0.07696015319924483,0.06700594693934607,0.0795841079275436
0.09506853242113411,0.088319937302321,0.08977568918443864
0.08344501905537789,0.07413970286902215,0.08858989981960697
0.09176741591737762,0.08059052655771413,0.09227581156283662
0.055742508883025225,0.04541718329888744,0.058598242999596734
0.0992183000598682,0.09311816535437845,0.09406422179353394
0.09726567484909159,0.08744996213128707,0.09853894446808986
0.1489516649985524,0.13752401208135662,0.15218074986110053
0.09819553924272466,0.08798648299998534,0.10160700932216155
0.08501711001685903,0.07533922810195237,0.09218935018361797
0.049367652269241676,0.039042326685103844,0.052223386385813135
0.06907089525566443,0.05909659030858657,0.08244764274690519
0.06304175494926365,0.05261345437892366,0.06585564436291033
0.08372813213017602,0.07433108715834809,0.08517078410263226
0.15285179259418372,0.14091638330087333,0.16150213392729867
0.08315868591127809,0.07452012696749152,0.08213284322878464
0.08260978465757679,0.07406653000808194,0.08147288092403517
0.04722108037764309,0.0368957548686769,0.050076814531399144
0.06705995933886061,0.05794342177841779,0.0659825794772403
0.13388254241284114,0.12205147133587795,0.13391375453204665
0.09876639421134999,0.0930401744143886,0.09230227992944914
0.07929254992015097,0.06948631769147856,0.09895162657169522
0.10229709874878695,0.09158524119516717,0.10202996337230345
0.052632467270871466,0.04206185563139624,0.07794520494893026
-0.0640455883919183,-0.06056390560133702,-0.05707103852536458
-0.06477651986618418,-0.06152508183073074,-0.05806870490829932
0.0506320620093129,0.04009189488091119,0.07941747129709774
0.09819482641112705,0.08798588461715093,0.1016069362050655
0.10231382446048884,0.0911857763819322,0.10127530987748726
0.0506320620093129,0.04009189488091119,0.07941747129709774
0.0630417549492168,0.05261345437892366,0.06585564436291033
0.06053919657932899,0.052139616099536386,0.06150676094975327
0.08634167775554145,0.07481701916893856,0.08751861163140963
0.09459763733735087,0.0897548296169386,0.08375468234691058
0.08648986086374914,0.07794557331961019,0.07957295420720234
0.06505358703436043,0.05579661078024171,0.06440913804723482
0.031010966632843827,0.02578872531191703,0.03326612205403339
0.017218126905512197,0.013917047447065668,0.02105992132434895
0.0175929595662035,0.01432795203412249,0.02162976621714809
0.02392093625727035,0.019602122915306105,0.027741549545367217
0.03413099907108639,0.027847858090496964,0.037355068961991346
0.03496307547521192,0.028828702964323397,0.03714846251263998
0.0,0.0,0.0
0.09618487852955664,0.08724055938111841,0.09703039639880455
0.049367652269241676,0.039042326685103844,0.052223386385813135
0.13330230223332326,0.11681458158563261,0.1358216024779947
0.10223023655057753,0.09658178745441592,0.09645963361581887
0.10223023655057752,0.09658178745441592,0.09645963361581887
0.05114458485203606,0.04238763282086669,0.05274519140367549
0.0506320620093129,0.04009189488091119,0.07941747129709774
0.0630417549492168,0.05261345437892366,0.06585564436291033
0.024895237151291577,0.02041016445071671,0.02858669809306104
