pg_rt_aval,pg_da_aval
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.0005633600310610661,0
0.04623926169806371,0
0.08730096228111969,0
0.1252473882015599,0
0.18599195101114913,0
0.12558842244896126,0
0.26067940866270145,0
0.26494866199740336,0.2660083285635455
0.27191609681756107,0.2660083285635455
0.16585432147401466,0.2660083285635455
0.2662272640080263,0.2660083285635455
0.604057466919775,0.2660083285635455
0.548314492664762,0.2660083285635455
0.6015382858088856,0.2660083285635455
0.7541682256567571,0.2660083285635455
0.7669066467193221,0.2660083285635455
0.9764192398003263,0.2660083285635455
0.8208722464458293,0.2660083285635455
1.2627794675459205,0.2660083285635455
1.0967540610141664,1.1133512253244215
1.107516278161089,1.1133512253244215
1.1836225247963648,1.1133512253244215
1.2925861729222512,1.1133512253244215
1.1917326321630144,1.1133512253244215
1.586994170955338,1.1133512253244215
1.237898260530531,1.1133512253244215
1.2007875381992885,1.1133512253244215
1.1071257096700333,1.1133512253244215
1.1337871952149126,1.1133512253244215
1.0280046706831005,1.1133512253244215
1.3219719083262549,1.1133512253244215
1.390886414604846,1.3862901841458577
1.3002817993893787,1.3862901841458577
1.5748793622327568,1.3862901841458577
1.8671716387082473,1.3862901841458577
2.037515917331841,1.3862901841458577
2.630848501786559,1.3862901841458577
2.1282509971854497,1.3862901841458577
1.9764847822553275,1.3862901841458577
3.0234611000699516,1.3862901841458577
2.1083508666356807,1.3862901841458577
2.44448255976661,1.3862901841458577
2.2437798091680867,1.3862901841458577
2.9683032278545887,2.9557050776663623
2.6807615494389125,2.9557050776663623
1.8360875439503077,2.9557050776663623
1.9767878928807843,2.9557050776663623
2.144754287561077,2.9557050776663623
2.0394513098886016,2.9557050776663623
2.4444286483389637,2.9557050776663623
2.1608207716237886,2.9557050776663623
1.9822112704630326,2.9557050776663623
2.591368648424708,2.9557050776663623
3.399576907079691,2.9557050776663623
3.5042133063465704,2.9557050776663623
2.9215809176240595,2.910418802975406
4.3156775113776185,2.910418802975406
2.716034428042859,2.910418802975406
2.450762267937371,2.910418802975406
3.6543813846419924,2.910418802975406
2.8819397167492613,2.910418802975406
3.3623223328936227,2.910418802975406
3.2228014560923612,2.910418802975406
2.737489486508685,2.910418802975406
