pg_rt_aval,pg_da_aval
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.0022534401242442644,0
0.18495704679225483,0
0.34920384912447877,0
0.5009895528062396,0
0.7439678040445965,0
0.502353689795845,0
1.0427176346508058,0
1.0597946479896134,1.064033314254182
1.0876643872702443,1.064033314254182
0.6634172858960586,1.064033314254182
1.0649090560321053,1.064033314254182
2.4162298676791,1.064033314254182
2.193257970659048,1.064033314254182
2.4061531432355423,1.064033314254182
3.0166729026270285,1.064033314254182
3.0676265868772883,1.064033314254182
3.905676959201305,1.064033314254182
3.2834889857833174,1.064033314254182
5.051117870183682,1.064033314254182
4.387016244056666,4.453404901297686
4.430065112644356,4.453404901297686
4.734490099185459,4.453404901297686
5.170344691689005,4.453404901297686
4.766930528652058,4.453404901297686
6.347976683821352,4.453404901297686
4.951593042122124,4.453404901297686
4.803150152797154,4.453404901297686
4.428502838680133,4.453404901297686
4.53514878085965,4.453404901297686
4.112018682732402,4.453404901297686
5.2878876333050195,4.453404901297686
5.563545658419384,5.545160736583431
5.201127197557515,5.545160736583431
6.299517448931027,5.545160736583431
7.468686554832989,5.545160736583431
8.150063669327364,5.545160736583431
10.523394007146235,5.545160736583431
8.513003988741799,5.545160736583431
7.90593912902131,5.545160736583431
12.093844400279806,5.545160736583431
8.433403466542723,5.545160736583431
9.77793023906644,5.545160736583431
8.975119236672347,5.545160736583431
11.873212911418355,11.822820310665449
10.72304619775565,11.822820310665449
7.344350175801231,11.822820310665449
7.907151571523137,11.822820310665449
8.579017150244308,11.822820310665449
8.157805239554406,11.822820310665449
9.777714593355855,11.822820310665449
8.643283086495154,11.822820310665449
7.92884508185213,11.822820310665449
10.365474593698831,11.822820310665449
13.598307628318764,11.822820310665449
14.016853225386281,11.822820310665449
11.686323670496238,11.641675211901624
17.262710045510474,11.641675211901624
10.864137712171436,11.641675211901624
9.803049071749484,11.641675211901624
14.61752553856797,11.641675211901624
11.527758866997045,11.641675211901624
13.44928933157449,11.641675211901624
12.891205824369445,11.641675211901624
10.94995794603474,11.641675211901624
9.708710830422277,11.641675211901624
16.201627943942746,11.641675211901624
17.720690432388306,11.641675211901624
10.10564148685186,10.032869060412668
8.974121280994186,10.032869060412668
