pd_rt,pd_da
0.24096884212951783,0.24358499157332653
0.24157962802337923,0.24358499157332653
0.2403693647687414,0.24358499157332653
0.2395627898783136,0.24358499157332653
0.23918544763019695,0.24358499157332653
0.2360829112832292,0.24358499157332653
0.23561501546921676,0.24358499157332653
0.23500700957773432,0.24358499157332653
0.23384094599149707,0.24358499157332653
0.23465176159748774,0.24358499157332653
0.23201555056426876,0.24358499157332653
0.230878821904814,0.230878821904814
0.2333271086813033,0.230878821904814
0.2299297764952829,0.230878821904814
0.22960694765929746,0.230878821904814
0.23072231733159845,0.230878821904814
0.23064190674317248,0.230878821904814
0.2312325646255634,0.230878821904814
0.23058200671979712,0.230878821904814
0.22800740384087012,0.230878821904814
0.23038742895233463,0.230878821904814
0.2297818537162853,0.230878821904814
0.22892695438457544,0.230878821904814
0.23004464806563615,0.23004464806563615
0.2293315628439697,0.23004464806563615
0.22966321985277924,0.23004464806563615
0.22695172263609573,0.23004464806563615
0.22782755895059736,0.23004464806563615
0.22487601380043776,0.23004464806563615
0.2268031486316111,0.23004464806563615
0.22556113547028184,0.23004464806563615
0.22621758061373662,0.23004464806563615
0.22614595867010584,0.23004464806563615
0.22588225083988028,0.23004464806563615
0.2292556284418235,0.23004464806563615
0.2254744890710712,0.2254744890710712
0.22548030010721118,0.2254744890710712
0.22687810887749568,0.2254744890710712
0.2286653641714254,0.2254744890710712
0.22756640624792304,0.2254744890710712
0.22986685669489046,0.2254744890710712
0.23240015364751618,0.2254744890710712
0.2282212666525683,0.2254744890710712
0.22846532862313532,0.2254744890710712
0.2287389205965849,0.2254744890710712
0.2306838214304137,0.2254744890710712
0.23423635827934297,0.2254744890710712
0.23235920079117933,0.23235920079117933
0.23381620834069095,0.23235920079117933
0.23426548961279825,0.23235920079117933
0.2343525516378017,0.23235920079117933
0.23711171659528818,0.23235920079117933
0.23548365056319812,0.23235920079117933
0.23810071206017203,0.23235920079117933
0.23934080918110992,0.23235920079117933
0.2425301923711857,0.23235920079117933
0.24299159155327255,0.23235920079117933
0.24419733282130535,0.23235920079117933
0.2454169752196812,0.23235920079117933
0.2446165889192455,0.2446165889192455
0.24676137629603206,0.2446165889192455
0.24689943577325385,0.2446165889192455
0.2490294014884218,0.2446165889192455
0.24791065477722307,0.2446165889192455
0.24773852244593536,0.2446165889192455
0.2483580282077783,0.2446165889192455
0.2515070927755077,0.2446165889192455
0.2506172269428763,0.2446165889192455
0.2503814225344204,0.2446165889192455
0.25044383644143253,0.2446165889192455
0.25142276804971847,0.2446165889192455
0.2526233798864619,0.2526233798864619
0.25359720058037893,0.2526233798864619
0.25524081196204235,0.2526233798864619
0.2599743116508423,0.2526233798864619
0.26034782179010874,0.2526233798864619
0.26053384468357893,0.2526233798864619
0.2631788968966807,0.2526233798864619
0.2643893833208492,0.2526233798864619
0.2661676383264488,0.2526233798864619
0.2697382911252153,0.2526233798864619
0.26796800721030634,0.2526233798864619
0.27140970822139815,0.2526233798864619
0.27090187499826424,0.27090187499826424
0.27520942413898586,0.27090187499826424
0.27517295632706557,0.27090187499826424
0.2786553451371574,0.27090187499826424
0.2768011356008858,0.27090187499826424
0.2814351460489746,0.27090187499826424
