pg_rt_aval,pg_da_aval
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0.003080689031402328,0
0.005388739775868086,0
0.007970078274574207,0
0.011306670971074509,0
0.008326605909321058,0
0.018823183926298302,0
0.01904630902355472,0.0187920266656592
0.016524862216140156,0.0187920266656592
0.00967663204751004,0.0187920266656592
0.017033585813311988,0.0187920266656592
0.04268142135715503,0.0187920266656592
0.03520831821632173,0.0187920266656592
0.03807233852085282,0.0187920266656592
0.05459131840996399,0.0187920266656592
0.050768114706934084,0.0187920266656592
0.06247700904697195,0.0187920266656592
0.05864944205195504,0.0187920266656592
0.0852667535661454,0.0187920266656592
0.07414450847208043,0.07860703862959766
0.07601232425294206,0.07860703862959766
0.08856725508881325,0.07860703862959766
0.09941312286017767,0.07860703862959766
0.07298606436024146,0.07860703862959766
0.10138491715126857,0.07860703862959766
0.07796697809703182,0.07860703862959766
0.08284618288865807,0.07860703862959766
0.07296368886744362,0.07860703862959766
0.06977715567793966,0.07860703862959766
0.06676895069830897,0.07860703862959766
0.08004751646034469,0.07860703862959766
0.09807196921035582,0.0983701788448669
0.08112764327084916,0.0983701788448669
0.1089258316355752,0.0983701788448669
0.11379618359935237,0.0983701788448669
0.14365188787852762,0.0983701788448669
0.18222014277123513,0.0983701788448669
0.12404462213701634,0.0983701788448669
0.1448548613844975,0.0983701788448669
0.21099368798354856,0.0983701788448669
0.12385518347422658,0.0983701788448669
0.15804512546820665,0.0983701788448669
0.147403969204762,0.0983701788448669
0.19927424453353693,0.19151246096660535
0.182342209450758,0.19151246096660535
0.11678980828886573,0.19151246096660535
0.13065279588281778,0.19151246096660535
0.1387758932392752,0.19151246096660535
0.11393338398070638,0.19151246096660535
0.15634835269005973,0.19151246096660535
0.15097989260052808,0.19151246096660535
0.11379321278122198,0.19151246096660535
0.18291651555653549,0.19151246096660535
0.19963241450337532,0.19151246096660535
0.2563435776293022,0.19151246096660535
0.17755887118601418,0.18573308209276748
0.31492053510067614,0.18573308209276748
0.18829393473644038,0.18573308209276748
0.1615782826330486,0.18573308209276748
0.24337329321070703,0.18573308209276748
0.21396889817946557,0.18573308209276748
0.2386051740302536,0.18573308209276748
0.2192649227307164,0.18573308209276748
