cost,time,Pg,B,R,Pd_net,P0,P_rsrv,P_cul,status
12645.197824654097,10.594,5.994441364441011,0.0,0.0,4.625296547563744,4.666124658543947,0,-1.2589320699395748e-6,OPTIMAL
