cost,time,Pg,B,R,Pd_net,P0,P_rsrv,P_cul,status
11682.159656787271,10.015,3.9735994473124627,0.0,0.0,5.977806413809377,6.021731781849109,0,-2.0382473654402344e-7,OPTIMAL
