GML,Real
0.022750203333612884,0.02279451066920955
0.039519503910291576,0.039361448444718436
0.04472786398006212,0.04449834916374593
0.02750762061211603,0.027433816285227033
0.06148652733377613,0.06116830545378769
0.0787673031912739,0.0784315820267945
0.0722969263150226,0.07179843672559294
0.07960418492167154,0.07836566470627343
0.07027887073889794,0.06981366981452392
0.06463909801387535,0.0642395250194253
0.05679289178515523,0.05637613792256255
0.056777599600808415,0.056374517973555874
0.06919117869142744,0.06870532746680133
0.06174415009923395,0.06136532229192502
0.05329895835216873,0.053039115166746933
0.05116703691411377,0.050919348703851196
0.06244054397122989,0.06211020970802839
0.05419812787006073,0.05379431720690253
0.05551312011733822,0.05514248871676331
0.08965200346419833,0.08795000106306602
0.15761893080798117,0.14984361000103574
0.10256024449998513,0.10214365878611563
0.08854541810264216,0.08788448968183694
0.08746177666776456,0.08683414485711016
0.10249933292806812,0.10021379525371052
0.07822639965357192,0.07788785755929188
0.09735409037086029,0.09693998304527575
0.08030591852453162,0.07985032154922503
0.09057444476244969,0.0900209593288707
0.08768356356638085,0.08705190570088205
0.09385411274989819,0.09208057959318719
0.05872946510037726,0.05844479313297654
0.09490638645395455,0.09448977835833254
0.09939146937474241,0.09862057602648286
0.1525448069633315,0.14545364720451162
0.10246062718419813,0.10164755603827953
0.09087217575172346,0.0901214987803845
0.05227604281287013,0.051991370845469516
0.08326426623871841,0.0829258105870395
0.06631686814791804,0.06601006550790034
0.085961196781692,0.08551295528015546
0.16241244242014474,0.15398586741183298
0.08273162820413704,0.0822307901521179
0.08218271652529952,0.08177193236231887
0.05012154461990814,0.049836872652507164
0.06682318925643038,0.06639500090137301
0.1353423858134004,0.13034253731219797
0.09316838703625985,0.09264716516778526
0.09753571143346074,0.09647905213874008
0.10309902228178869,0.10232815467090077
0.07798857954554128,0.07765636746265538
-0.05850471344441699,-0.05797692707526059
-0.05945624193883381,-0.05896758720513183
0.0794030760981621,0.079064360708779
0.10246051657040844,0.10164743880894958
0.10270928527204193,0.10041164143214149
0.079403076098163,0.079064360708779
0.06631686814791804,0.06601006550790034
0.06218463702501742,0.06174934730937686
0.0874944464944698,0.08589901258270859
0.08485487617144427,0.08430322421147046
0.08031712269096802,0.07996375493333123
0.06498712849182242,0.06463060830591909
0.03383977192299037,0.03373103305756275
0.021279328269298237,0.02133935356093764
0.02180771972271156,0.021875387664587104
0.02813342314863254,0.02811990105288133
0.0380900205262642,0.03795081412331767
0.037796022611609636,0.03765496812211365
0.0,0.0
0.09783766651180059,0.09710130313346736
0.05227604281287012,0.051991370845469516
0.13617809378024504,0.13478592601769893
0.09735409037086029,0.09693998304527575
0.09735409037086029,0.09693998304527575
0.053298958352168725,0.053039115166746933
0.07940307609816344,0.079064360708779
0.06631686814791804,0.06601006550790034
0.028976645526329836,0.02895354291048231
