GML,Real
0.022679927785222098,0.022717731236544098
0.03944747891574263,0.03920805767723256
0.044664751973999994,0.04431787525646832
0.027467578005917627,0.027356719724524355
0.0615004960850869,0.06107496194577437
0.07819534914941162,0.07773498661699142
0.07239593002561184,0.07183232951750863
0.07949090373293455,0.07808454093630432
0.07036251442465247,0.06981456005985771
0.06459011016958227,0.06407863128833016
0.056763264895585586,0.05625000535073496
0.05677679482689335,0.05627893480864763
0.06928127190770939,0.06872305749774478
0.06170649614290413,0.061212542643551374
0.05324136181774319,0.05288721914769819
0.051102463414434036,0.050762996376726904
0.062450879588409336,0.06200976952965958
0.054101006597017776,0.05360769113049015
0.05552658070420424,0.055062370704899194
0.08957190370543788,0.08766264397392055
0.15739471588009923,0.14941658352322273
0.10225073954068487,0.10186351342539098
0.08821813213324692,0.08746362469756747
0.08754394162619228,0.08687943589525053
0.10248489162866425,0.10002201680881273
0.07763980978314677,0.07717999769573775
0.09750922822191388,0.09709566748476069
0.08020950822115358,0.07965709233460175
0.09070407442991657,0.09009883765406597
0.08738262048273482,0.08666003464930443
0.09381913204007919,0.09187734497460628
0.05861554313915984,0.05825431402926647
0.09503316780480997,0.09460625086163478
0.0993050305482317,0.09846647197224168
0.15239664610270243,0.14510098230657748
0.10234270292394498,0.10144633354170374
0.09051103998178389,0.08965746533873277
0.05216212085165273,0.05180089174175944
0.083486413116856,0.08308905350057719
0.06621032802001547,0.06580661895160894
0.08595782526778306,0.08542866930350955
0.16211940421529558,0.153485100890873
0.08274015984554062,0.08215251713726225
0.08223800880687238,0.08175499631648624
0.05000762265869074,0.049646393548797095
0.06686212602522179,0.06633340154933326
0.13528710239330444,0.13006397045656098
0.09334227412781848,0.0927948550472976
0.09693601629661952,0.09574866899402919
0.10309055245570375,0.10225378606668047
0.07746419022885975,0.07701063003845508
-0.05864465077297876,-0.05795962547522065
-0.05958169867905294,-0.05894812896143956
0.07882091698551053,0.07835462969567651
0.10234257328570084,0.10144619467044633
0.10269892324854801,0.10022423738925458
0.07882091698551097,0.07835462969567651
0.06621032802001503,0.06580661895160894
0.062209681659183946,0.061685719092891424
0.08740000477937748,0.08560529357942832
0.08511074226583082,0.08458000815939569
0.08044816692896095,0.08002122847313634
0.06498622273913401,0.06452006841319867
0.03379462406756284,0.03363064477190764
0.02121061030203153,0.021269423690517167
0.021727922801411115,0.021797576179916144
0.028060549798887724,0.02802223590933711
0.03802653544456547,0.03781494765705168
0.037754346301726915,0.037542669732893434
0.0,0.0
0.09785434753940869,0.09706450183957749
0.05216212085165272,0.05180089174175944
0.1361215884780047,0.13357081159977724
0.09750922822191388,0.09709566748476069
0.09750922822191388,0.09709566748476069
0.05324136181774318,0.05288721914769819
0.07882091698551141,0.07835462969567651
0.06621032802001503,0.06580661895160894
0.02890731028073601,0.028855659303355215
