GML,Real
1.0265997836660843,1.026955741633049
1.0431962188279438,1.0441257720174006
1.042946029708965,1.044037064898771
1.0347438060064311,1.0350120855716884
0.9955144795413429,0.9950078077446614
1.0215162720502708,1.0207240265333917
0.9890675024393645,0.9876461776686348
0.9934206994168147,0.9929559685858449
0.9905191741935878,0.9893252009416565
0.9957675520376694,0.9953513723028364
0.9745707208076754,0.9741295515707856
0.9832947362757081,0.9827511127894151
0.9902085422429986,0.9889045785033129
0.9941045488856595,0.9936085197168839
1.0027123983575617,1.002610589734246
1.0037558352441442,1.0036819827199814
0.9938556981647337,0.9933217368657715
0.9969871035662518,0.9967141546734323
0.9938842135862173,0.9933039225164957
0.9920850590036914,0.9912610301485038
0.9867952027110042,0.9818167168060337
0.9849387459874339,0.9825457296331533
0.9889773155598298,0.9874025130189465
0.9944035967919806,0.992419864004246
0.9804613024871568,0.9781509390889437
1.0232689995603323,1.0222671142007518
0.9880166559044284,0.9861004736707034
0.995,0.995
0.9889863361968961,0.9871456982365104
0.9891037196059598,0.9875402726365468
0.97949689787139,0.9775575579414743
1.0398,1.0398
0.9880875277051524,0.9861641114605921
0.9977050270853838,0.9950915560973681
0.9865679611738443,0.9818591682457525
1.0009714165450072,0.9982510909187614
0.9888055509912308,0.9872037337963568
1.0459,1.0459
1.00779451683099,1.0066686300407879
1.025,1.025
0.9928213518732555,0.9922426648146018
0.9871202442084291,0.981884994496913
0.9906923495661213,0.9892789570612245
0.9901888532752644,0.9888812956393878
1.05,1.05
0.9921171402553837,0.9912139856780756
0.9889227768206185,0.9853372632875731
0.9886294698563115,0.9866541302689299
0.9869041112201542,0.9848683116861443
1.0106,1.0106
1.0216003834066798,1.0208576706749073
1.0,1.0
1.0,1.0
1.0213732110129177,1.020540448877226
1.000969765839348,0.9982489738461816
0.9803794688887918,0.9780581296426366
1.0213732110129174,1.020540448877226
1.0250000000000004,1.025
0.9922466134868958,0.9913039005833777
0.9922760646265529,0.9915867467722063
0.9774057036431667,0.9751006231712337
1.0048068274271806,1.0037950310021115
0.9932652146218424,0.9926255777951691
1.0375193980692237,1.0379488360014166
1.0266015527334593,1.0269509425000622
1.0288949891092767,1.0292657529774059
1.034154994583756,1.0346227868668472
1.0390835717838385,1.0397892312586778
1.0393856356002442,1.0398416727582853
1.0328,1.0328
1.0041504285652127,1.0033130450929695
1.0459,1.0459
0.9937896042698827,0.9886105617322116
0.9880166559044284,0.9861004736707034
0.9880166559044284,0.9861004736707034
0.9927845528292688,0.9926837522121249
1.0213732110129174,1.020540448877226
1.0250000000000004,1.025
1.0404999644779769,1.0409325667520741
