Feeder,Pf,QF,Pg,B,R,Cost,time
feeder1,2.8393329116581536,0.0693194990051202,0,0.11877758084412005,-0.08333291165815393,10816.91541851357,5.973800897598267
feeder2,1.9093333333333335,0.0913,0,0.1219777777777778,-0.08333333333333337,10816.91541851357,5.973800897598267
feeder3,2.2113333333333336,-0.10640000000000001,0,0.1711777777777778,-0.08333333333333337,10816.91541851357,5.973800897598267
feeder4,1.3793333333333333,-0.06480000000000001,0,0.16797777777777778,-0.08333333333333337,10816.91541851357,5.973800897598267
feeder5,1.8933328742587903,0.05242126302647804,0,0.1659775829664003,-0.08333287425879032,10816.91541851357,5.973800897598267
feeder6,2.9822582218284444,0.1486,0,0.2421777777777778,-0.01025822182844427,10816.91541851357,5.973800897598267
feeder7,1.7603333333333335,-0.08385000000000001,0,0.1469777777777778,-0.08333333333333337,10816.91541851357,5.973800897598267
feeder8,2.7163333333333335,-0.13165000000000002,0,0.20907777777777778,-0.08333333333333337,10816.91541851357,5.973800897598267
feeder9,1.2353329043381922,0.040122536667436495,0,0.16327757774591736,-0.08333290433819229,10816.91541851357,5.973800897598267
feeder10,1.2753333333333332,-0.0596,0,0.09417777777777779,-0.08333333333333337,10816.91541851357,5.973800897598267
feeder11,2.1603333333333334,0.10385,0,0.1459777777777778,-0.08333333333333337,10816.91541851357,5.973800897598267
feeder12,1.9373333333333336,-0.0927,0,0.08577777777777779,-0.08333333333333337,10816.91541851357,5.973800897598267
