Feeder,Pf,QF,Pg,B,R,Cost,time
feeder1,1.9356816041917413,0.06762072378935576,0,0.15349903624006567,-0.08333283952633341,8211.71251454356,4.398375034332275
feeder2,1.4742178231061454,-0.0695442244886406,0,0.15670000000000003,-0.08333333333333337,8211.71251454356,4.398375034332275
feeder3,2.1983437870149514,0.1057505226840809,0,0.20590000000000003,-0.08333333333333337,8211.71251454356,4.398375034332275
feeder4,2.3015256929341357,-0.11090961798004012,0,0.20270000000000002,-0.08333333333333337,8211.71251454356,4.398375034332275
feeder5,2.3063136758922593,0.043478803482692396,0,0.20069685837785153,-0.08332733290448491,8211.71251454356,4.398375034332275
feeder6,3.7063751729762866,0.18527165536290557,0,0.24292640947270994,-0.0009420657181756775,8211.71251454356,4.398375034332275
feeder7,2.062781081545847,-0.0989723874106257,0,0.18170000000000003,-0.08333333333333337,8211.71251454356,4.398375034332275
feeder8,3.018088779537998,-0.15085372865735414,0,0.24292043100962943,-0.0010142063909155397,8211.71251454356,4.398375034332275
feeder9,2.338159844411406,0.07337687278526187,0,0.19799903198557253,-0.08333283696956062,8211.71251454356,4.398375034332275
feeder10,1.4015046173178694,0.0659085641992268,0,0.12890000000000001,-0.08333333333333337,8211.71251454356,4.398375034332275
feeder11,2.0296017139597944,-0.09731341903132305,0,0.18070000000000003,-0.08333333333333337,8211.71251454356,4.398375034332275
feeder12,1.0665752459060516,-0.04916209562863591,0,0.12050000000000002,-0.08333333333333337,8211.71251454356,4.398375034332275
