Feeder,Pf,QF,Pg,B,R,Cost,time
feeder1,1.8778399422900252,0.05332995323043334,0,0.13961039355016927,-0.08333232772790744,8070.267845308993,3.2070460319519043
feeder2,1.5508076257848509,-0.07337371462257587,0,0.14281111111111114,-0.08333333333333337,8070.267845308993,3.2070460319519043
feeder3,2.277819733712487,0.10972432001895767,0,0.19201111111111113,-0.08333333333333337,8070.267845308993,3.2070460319519043
feeder4,2.1248908976143825,-0.10207787821405245,0,0.18881111111111112,-0.08333333333333337,8070.267845308993,3.2070460319519043
feeder5,2.350028424023028,0.03941490017708313,0,0.18681009449526767,-0.08333144329914788,8070.267845308993,3.2070460319519043
feeder6,3.607345271973467,0.18035195356790476,0,0.2429866204647215,-0.00030620061537212084,8070.267845308993,3.2070460319519043
feeder7,2.0802755424705413,-0.0998471104568604,0,0.16781111111111113,-0.08333333333333337,8070.267845308993,3.2070460319519043
feeder8,2.999429962170007,-0.14580483144183368,0,0.22991111111111112,-0.08333333333333337,8070.267845308993,3.2070460319519043
feeder9,2.4982718156092045,0.07311218639225635,0,0.18411039018401767,-0.0833323244491222,8070.267845308993,3.2070460319519043
feeder10,1.3820286128094335,0.064934763973805,0,0.11501111111111113,-0.08333333333333337,8070.267845308993,3.2070460319519043
feeder11,2.017049911917258,-0.09668582892919624,0,0.16681111111111113,-0.08333333333333337,8070.267845308993,3.2070460319519043
feeder12,1.1467728732369813,-0.053171976995182405,0,0.10661111111111113,-0.08333333333333337,8070.267845308993,3.2070460319519043
