cost,time,Pg,B,R,Pd,P0,P_rsrv,P_cul,status,cost_opt,peak_opt
11752.631705716296,41.687,0.0,75.00000000000016,0.6818413922480545,0.0,6.4257144372423705,0,0.0,OPTIMAL,486605.44564749114,1.9915920764818555
