GML,Real
0.007177973874335386,0.00717797387464896
0.010379691085915965,0.010379691086235193
0.01378717092303905,0.013787170923358214
0.008218076771964589,0.008218076772217992
0.019486079312774685,0.019486079313287615
0.02457835760023519,0.02457835760196249
0.022674509883418015,0.022674509883771617
0.028942797346002358,0.028942797346314296
0.022020592070294498,0.022020592070653666
0.02003430949698881,0.020034309497363505
0.02027366890004023,0.020273668900365492
0.01910593062536403,0.019105930625691082
0.021629444238641327,0.021629444238987147
0.019179928603312302,0.01917992860367885
0.015847624778064538,0.015847624778699887
0.015071265761543787,0.015071265762150801
0.020042281214077917,0.0200422812145548
0.0181292808801361,0.01812928088045509
0.01739348525960782,0.017393485259937887
0.03328886285724142,0.033288862857549874
0.0613720702746714,0.06137207027498538
0.03520136581531519,0.035201365815855576
0.028988969006348064,0.02898896900678594
0.028178220209911675,0.02817822021031552
0.038876015433397804,0.03887601543372476
0.023472989936909716,0.023472989937947025
0.0325756368486414,0.03257563684916343
0.02529782265754399,0.025297822657956333
0.030367485208365075,0.0303674852088583
0.028762495480949557,0.028762495481389854
0.03533760986647527,0.035337609866801914
0.013734658855969901,0.013734658857008007
0.03173511422193265,0.03173511422247346
0.03212539089979005,0.03212539090022978
0.05931314585810865,0.05931314585842226
0.032943923763163685,0.0329439237636286
0.029532026159319713,0.029532026159751732
0.01034382537116052,0.010343825372198667
0.027272629996624165,0.027272629997464996
0.019297402798462482,0.01929740279949925
0.02758574173288908,0.027585741733330133
0.06329721304584401,0.063297213046158
0.026885490807419643,0.02688549080787484
0.027651296738167463,0.027651296738738233
0.008388074756236819,0.00838807475727536
0.020811315157435395,0.020811315157798285
0.05231161450000732,0.05231161450032074
0.03164450058668189,0.03164450058720724
0.03200758438889739,0.032007584389328755
0.03344515334426745,0.03344515334470863
0.02422655985967026,0.02422655986113815
-0.017455798811304213,-0.017455798810985995
-0.017903303191374675,-0.017903303191063237
0.02483561149332436,0.024835611495241036
0.03294383715692817,0.03294383715739259
0.03896335154928465,0.03896335154961179
0.024835611493323473,0.024835611495241036
0.019297402798462482,0.01929740279949925
0.019375277744848596,0.01937527774518656
0.032335454141685815,0.032335454141994034
0.02637249544106357,0.026372495441416795
0.02592892324152407,0.025928923242332445
0.020812375989615717,0.02081237599004968
0.010082049809683635,0.010082049809975938
0.006749220401260025,0.006749220401572486
0.007034502089454442,0.007034502089772416
0.008570614988747671,0.008570614989065263
0.01120242608373534,0.011202426084054843
0.011272103310029369,0.011272103310346969
0.0,0.0
0.03256672841630426,0.03256672841672311
0.01034382537116052,0.010343825372198667
0.04214134150769988,0.04214134150873831
0.0325756368486414,0.03257563684916343
0.0325756368486414,0.03257563684916343
0.015847624778064538,0.015847624778699887
0.024835611493323473,0.024835611495241036
0.019297402798462482,0.01929740279949925
0.008734990466398251,0.008734990466716502
