cost,time,Pg,B,R,Pd,P0,P_rsrv,P_cul,status,cost_real
7725.333249999683,0.13598394393920898,0.0,37.50000000000008,3.75000000000057,0.0,4.939471387467828,0,0.0,OPTIMAL,2268.2959461914074
