cost,time,Pg,B,R,Pd,P0,P_rsrv,P_cul,status,cost_opt,peak_opt
19431.40345565174,88.735,0.0,18.27499999999986,-0.2534184928294924,0.0,9.382618761782588,0,0.0,OPTIMAL,446022.8261813065,1.9527054198007976
