feeder_1,feeder_2,feeder_3
1.0185174003569255,1.0186373446943304,1.0185174003569255
1.0182078911964236,1.018482979975012,1.0182078911964236
1.0183018562226507,1.0184807713331068,1.0183018562226507
1.0184087245104263,1.018606635026243,1.0184087245104263
1.0187836557336025,1.0189717307239545,1.0187836557336025
1.018597012920328,1.018908794176056,1.018597012920328
1.018234928514699,1.0184022093455622,1.018234928514699
1.0188083633847862,1.019003633017135,1.0188083633847862
1.0183870968546584,1.0185323468843275,1.0183870968546584
1.0181952867542612,1.0183066436484216,1.0181952867542612
1.0182841159070863,1.0184626813525903,1.0182841159070863
1.0180673906301805,1.0181937127668652,1.0180673906301805
1.0186644304213868,1.0188558762905129,1.0186644304213868
1.0186383934300816,1.0188298696505385,1.0186383934300816
1.018672244074937,1.0188636191753166,1.018672244074937
1.0187205016713499,1.0189119007780474,1.0187205016713499
1.0187598854720568,1.0189371235655744,1.0187598854720568
1.0186496231945787,1.0188552708831082,1.0186496231945787
1.0187044554892926,1.0188956274738799,1.0187044554892926
1.0183221693539293,1.0183775378780213,1.0183221693539293
1.0184201359847576,1.0185099942991602,1.0184201359847576
1.0182921304291603,1.0183137994100329,1.0182921304291603
1.0183302759141175,1.0183885688636425,1.0183302759141175
1.0183686443065525,1.0184236551289498,1.0183686443065525
1.0183605933057265,1.0184174747487453,1.0183605933057265
1.0183721346267454,1.018427825431829,1.0183721346267454
1.0183728762770023,1.0184295235400098,1.0183728762770023
1.0183802043775543,1.0184358174080963,1.0183802043775543
1.018383737057237,1.0184395290525916,1.018383737057237
1.0183627666453976,1.018419566171362,1.0183627666453976
1.018380996684947,1.0184364619386064,1.018380996684947
1.018008276405596,1.0181886318903988,1.018008276405596
1.018012388153339,1.0181927323735738,1.018012388153339
1.0180076112884209,1.0181884408941848,1.0180076112884209
1.0180742426173373,1.0182578397165556,1.0180742426173373
1.0180217568193928,1.0182019272375946,1.0180217568193928
1.0180270935393412,1.0182107372295726,1.0180270935393412
1.0180630045926988,1.0182432964972528,1.0180630045926988
1.0180750920018675,1.0182573788855795,1.0180750920018675
1.0180335233803048,1.0182176916070913,1.0180335233803048
1.0180332081128876,1.0182166533437569,1.0180332081128876
1.0180681381784646,1.0182484084192545,1.0180681381784646
1.018052637930851,1.0182361089094978,1.018052637930851
1.0177316205956888,1.0179582875439905,1.0177316205956888
1.0177848867684463,1.0180113320893338,1.0177848867684463
1.0177374726529402,1.017963835519081,1.0177374726529402
1.017801837300377,1.0180281813336005,1.017801837300377
1.017771903627209,1.017998626876074,1.017771903627209
1.0177896110027902,1.0180370276999968,1.0177896110027902
1.017727825937439,1.017933464470542,1.017727825937439
1.017872131000234,1.0181298616018415,1.017872131000234
1.0177489350928024,1.0179576729742228,1.0177489350928024
1.0177400574193065,1.0179525911646743,1.0177400574193065
1.0178539998312306,1.0181123043465248,1.0178539998312306
