cost,time,Pg,B,R,P0,P_rsrv,B_rsrv,P_cul,status
-174.26448246192152,1.1187329292297363,0.7977214690094633,3,1594789382860299e-21,-0.5108855174569682,0,0.191,0.1610196554436386,OPTIMAL
