cost,time,Pg,B,R,P0,P_rsrv,B_rsrv,P_cul,status
-32.679457866034504,1.131385087966919,0.4184603135406656,3,5105385968318084e-22,-0.1471996491179433,0,0.1,0.08762377168007351,OPTIMAL
