cost,time,Pg,B,R,P0,P_rsrv,B_rsrv,P_cul,status
-178.06789795317727,1.2598810195922852,0.6139371621655618,3,0.010000050605948163,-0.3466670652617493,0,0.1,0.13476527592193,OPTIMAL
