cost,time,Pg,B,R,P0,P_rsrv,B_rsrv,P_cul,status
-70.56818189036014,1.3116469383239746,0.5231769106712216,2.927999999999999,0.00999991144302046,-0.24243589861545034,0,0.191,0.09908241135381168,OPTIMAL
