cost,time,Pg,B,R,Pd_net,P0,P_rsrv,P_cul,status,cost_agg
13870.619454109312,83.875,0.4542643839787599,74.14605549462759,3.938020241900075e-6,8.355414537976118,8.41153393214634,0,-3.750871205505662e-8,OPTIMAL,480618.40112279914
