cost,time,Pg,B,R,Pd_net,P0,P_rsrv,P_cul,status,cost_agg
4.574335788536437,83.937,6.876622452527954,72.49905549462744,3.5516564475256063,-0.05001760290027151,0.0014188386440869838,0,-6.891087584752411e-7,OPTIMAL,460191.7678973973
