cost,time,Pg,B,R,Pd_net,P0,P_rsrv,P_cul,status,cost_agg
6629.305006278719,79.406,4.372451926928029,68.27105549462762,3.7491587642479387,2.3761336241823012,2.423877516006844,0,-4.2659307360445376e-7,OPTIMAL,482271.17218785104
