cost,time,Pg,B,R,Pd_net,P0,P_rsrv,P_cul,status
5324.7941502078675,34.062,10.8980750773828,54.780055494627504,-2.323916048608412,1.8120522444076739,1.8527467467668295,0,2.287684683778112e-8,OPTIMAL
