feeder_1,feeder_2,feeder_3
1.040264946882689,1.0403781964019003,1.040264946882689
1.040255083060305,1.0403293991538811,1.040255083060305
1.0402035698385073,1.0403593041157593,1.0402035698385073
1.040118596696527,1.0403059106117427,1.040118596696527
1.040202684876603,1.040339301042323,1.040202684876603
1.0400938777623003,1.0403455363818275,1.0400938777623003
1.0400821032452265,1.0402714103596302,1.0400821032452265
1.0401805427936683,1.0403262771836341,1.0401805427936683
1.0401250714469377,1.0402739315902794,1.0401250714469377
1.0400610420388592,1.0402658144321584,1.0400610420388592
1.0400677245913608,1.0402470019571182,1.0400677245913608
1.0401132009970042,1.0402551553624553,1.0401132009970042
