cost,time,Pg,B,R,Pd_net,P0,P_rsrv,P_cul,status
15370.516159921866,33.641,3.369030760311953,57.25005549462745,-2.027428645944094,8.149128152086954,8.210745811924074,0,2.480353592888764e-7,OPTIMAL
