Feeder,Pf,QF,Pg,B,R,P_rsrv,B_rsrv,P_0,Cost,time,v_0,v,l,P_hat,Q_hat
feeder1,0.6846098711478252,0.06205680088902746,2.7046515793022854,0.16661676257320027,-0.0832614504501106,0.0,0.0,6.184496977599837,49.01845154689251,1.688,5298.929630302477,5298.397784387522,0.0009717939986997825,2.264389611192684,-0.03401728999836852
feeder2,0.6322638307300223,0.11225000000000002,1.6959976197200881,0.166616762573174,-0.08326145045011035,0.0,0.0,6.184496977599837,49.01845154689251,1.688,0.0,5298.365013955351,0.0010871368379337094,2.3954846383582225,-0.0349716911837221
feeder3,0.4785484810026889,-0.1252,2.1087129694474207,0.1666167625732559,-0.08326145045010959,0.0,0.0,6.184496977599837,49.01845154689251,1.688,0.0,5298.39042912679,0.000441330583796849,1.5246227280489308,-0.022216351695194262
feeder4,0.4688384385227062,-0.08410000000000001,1.2964230119274047,0.16661676257319216,-0.08326145045011095,0.0,0.0,6.184496977599837,49.01845154689251,1.688,0.0,0.0,0.0,0.0,0.0
feeder5,0.37412063179155136,0.0382365652064961,1.8351406639888683,0.16663002147070086,-0.0832612957804198,0.0,0.0,6.184496977599837,49.01845154689251,1.688,0.0,0.0,0.0,0.0,0.0
feeder6,0.857835658618226,0.19125000000000003,3.050425637162195,0.16663002147065512,-0.08326129578042096,0.0,0.0,6.184496977599837,49.01845154689251,1.688,0.0,0.0,0.0,0.0,0.0
feeder7,0.38306572007098016,-0.09860000000000001,1.672195575709441,0.16663002147066325,-0.08326129578042132,0.0,0.0,6.184496977599837,49.01845154689251,1.688,0.0,0.0,0.0,0.0,0.0
feeder8,0.7803183122974789,-0.16695000000000002,2.641942983482944,0.16663002147063916,-0.08326129578042321,0.0,0.0,6.184496977599837,49.01845154689251,1.688,0.0,0.0,0.0,0.0,0.0
feeder9,0.23308231339477045,0.04711886894829177,1.1171790250891211,0.16663591121863813,-0.0832613384838917,0.0,0.0,6.184496977599837,49.01845154689251,1.688,0.0,0.0,0.0,0.0,0.0
feeder10,0.4852411412048584,-0.08375,1.2730201972790323,0.16663591121864593,-0.08326133848389063,0.0,0.0,6.184496977599837,49.01845154689251,1.688,0.0,0.0,0.0,0.0,0.0
feeder11,0.4144769370184551,0.1176,2.0207844014654346,0.16663591121864949,-0.08326133848388984,0.0,0.0,6.184496977599837,49.01845154689251,1.688,0.0,0.0,0.0,0.0,0.0
feeder12,0.3917344620998503,-0.10385,1.7685268763840387,0.16663591121865048,-0.08326133848388909,0.0,0.0,6.184496977599837,49.01845154689251,1.688,0.0,0.0,0.0,0.0,0.0
