Feeder,Pf,QF,Pg,B,R,P_rsrv,B_rsrv,P_0,Cost,time,v_0,v,l,P_hat,Q_hat
feeder1,3.4442633815523083,0.09908036482144045,-0.0,0.005859419673849654,-0.08326338155230821,0.0,0.0,31.08125956711166,97.62105609036986,1.625,5347.164142216285,5344.505240881649,0.019003117542268397,10.078576106208253,0.0012643900930311273
feeder2,2.105263381552308,0.1011,-0.0,0.005859419673848793,-0.0832633815523082,0.0,0.0,31.08125956711166,97.62105609036986,1.625,0.0,5343.9168908323445,0.028493049950350114,12.341830699886705,-0.00013257959729197404
feeder3,2.794263381552308,-0.13555,-0.0,0.005859419673851225,-0.0832633815523082,0.0,0.0,31.08125956711166,97.62105609036986,1.625,0.0,5343.7355825845625,0.014032469808626529,8.6608527610167,0.003907980313637644
feeder4,1.7322633815523083,-0.08245000000000001,-0.0,0.00585941967384793,-0.08326338155230821,0.0,0.0,31.08125956711166,97.62105609036986,1.625,0.0,0.0,0.0,0.0,0.0
feeder5,2.665262086067929,0.07920302901049428,-0.0,0.0058510919218763315,-0.08326208606792908,0.0,0.0,31.08125956711166,97.62105609036986,1.625,0.0,0.0,0.0,0.0,0.0
feeder6,3.7152620860679293,0.1816,-0.0,0.005851091921876798,-0.08326208606792909,0.0,0.0,31.08125956711166,97.62105609036986,1.625,0.0,0.0,0.0,0.0,0.0
feeder7,2.386262086067929,-0.11515,-0.0,0.005851091921877154,-0.08326208606792912,0.0,0.0,31.08125956711166,97.62105609036986,1.625,0.0,0.0,0.0,0.0,0.0
feeder8,3.571262086067929,-0.1744,-0.0,0.0058510919218765466,-0.08326208606792909,0.0,0.0,31.08125956711166,97.62105609036986,1.625,0.0,0.0,0.0,0.0,0.0
feeder9,1.791264655865733,0.05641969565898472,-0.0,0.005806753121787027,-0.08326465586573312,0.0,0.0,31.08125956711166,97.62105609036986,1.625,0.0,0.0,0.0,0.0,0.0
feeder10,1.750264655865733,-0.08335000000000001,-0.0,0.0058067531217876125,-0.0832646558657331,0.0,0.0,31.08125956711166,97.62105609036986,1.625,0.0,0.0,0.0,0.0,0.0
feeder11,2.655264655865733,0.12860000000000002,-0.0,0.005806753121785685,-0.08326465586573312,0.0,0.0,31.08125956711166,97.62105609036986,1.625,0.0,0.0,0.0,0.0,0.0
feeder12,2.461264655865733,-0.1189,-0.0,0.005806753121788601,-0.08326465586573312,0.0,0.0,31.08125956711166,97.62105609036986,1.625,0.0,0.0,0.0,0.0,0.0
