Feeder,Pf,QF,Pg,B,R,P_rsrv,B_rsrv,P_0,Cost,time,v_0,v,l,P_hat,Q_hat
feeder1,-2.295627047497514,-0.056602362279234694,5.757931562176894,0.20131419220032182,-0.08330451467937969,0.0,0.0,-19.85678633504414,7.844286940306077,1.75,5340.489372733483,5342.960287304347,0.007884304418880059,-6.47646677938072,-0.37008450067339294
feeder2,-1.2953036840176078,-0.11160000000000002,3.610608198696988,0.2013141922002937,-0.08330451467937987,0.0,0.0,-19.85678633504414,7.844286940306077,1.75,0.0,5343.439953490357,0.011934590428703375,-7.971444785320343,-0.4092144487440102
feeder3,-1.8699331161152433,-0.1268,4.489237630794623,0.20131419220037586,-0.08330451467937951,0.0,0.0,-19.85678633504414,7.844286940306077,1.75,0.0,5343.410196829461,0.005492923298303359,-5.408874770343077,-0.250286241455261
feeder4,-1.016649568638894,-0.083,2.759954083318274,0.20131419220031171,-0.08330451467938013,0.0,0.0,-19.85678633504414,7.844286940306077,1.75,0.0,0.0,0.0,0.0,0.0
feeder5,-1.6755260852238343,0.035350150762651356,3.9068303463964638,0.20132729351333065,-0.08330426117262943,0.0,0.0,-19.85678633504414,7.844286940306077,1.75,0.0,0.0,0.0,0.0,0.0
feeder6,-2.60574483830138,-0.19025000000000003,6.494049099474011,0.2013272935132854,-0.08330426117263054,0.0,0.0,-19.85678633504414,7.844286940306077,1.75,0.0,0.0,0.0,0.0,0.0
feeder7,-1.4956317819438725,-0.09905000000000001,3.559936043116502,0.2013272935132923,-0.08330426117262926,0.0,0.0,-19.85678633504414,7.844286940306077,1.75,0.0,0.0,0.0,0.0,0.0
feeder8,-2.196126389990574,-0.16725,5.6244306511632045,0.2013272935132695,-0.08330426117263008,0.0,0.0,-19.85678633504414,7.844286940306077,1.75,0.0,0.0,0.0,0.0,0.0
feeder9,-1.0118101399842128,0.04783930678952837,2.378114700612895,0.2013331263901352,-0.08330456062868227,0.0,0.0,-19.85678633504414,7.844286940306077,1.75,0.0,0.0,0.0,0.0,0.0
feeder10,-0.989545136356388,-0.08185,2.70984969698507,0.2013331263901418,-0.08330456062868181,0.0,0.0,-19.85678633504414,7.844286940306077,1.75,0.0,0.0,0.0,0.0,0.0
feeder11,-1.8012941176073556,-0.12085,4.301598678236037,0.2013331263901469,-0.08330456062868198,0.0,0.0,-19.85678633504414,7.844286940306077,1.75,0.0,0.0,0.0,0.0,0.0
feeder12,-1.6073191510160036,-0.1037,3.7646237116446857,0.20133312639014578,-0.0833045606286823,0.0,0.0,-19.85678633504414,7.844286940306077,1.75,0.0,0.0,0.0,0.0,0.0
