Feeder,Pf,QF,Pg,B,R,Cost,time
feeder1,1.699117778962418,0.06033569346064993,0,0.1743325892812999,-0.08333327840013272,7629.66803143245,5.876692056655884
feeder2,1.5020138551654716,-0.07093402609160691,0,0.17753333333333338,-0.08333333333333337,7629.66803143245,5.876692056655884
feeder3,2.357284969552412,0.11369758181095393,0,0.22673333333333337,-0.08333333333333337,7629.66803143245,5.876692056655884
feeder4,2.3340907903529415,-0.11253787285098041,0,0.22353333333333336,-0.08333333333333337,7629.66803143245,5.876692056655884
feeder5,2.420001674213474,0.061361039043605736,0,0.22152429824658407,-0.08333258821539868,7629.66803143245,5.876692056655884
feeder6,3.3148261468240015,0.16564970121695544,0,0.24289789090160965,-0.0018321224848931728,7629.66803143245,5.876692056655884
feeder7,2.058758703580598,-0.09877126851236323,0,0.20253333333333337,-0.08333333333333337,7629.66803143245,5.876692056655884
feeder8,2.9737906035172204,-0.1485979240659563,0,0.24289789092553088,-0.0018321221980945879,7629.66803143245,5.876692056655884
feeder9,2.385070935111315,0.06384782803341894,0,0.21883258580388562,-0.08333327809697622,7629.66803143245,5.876692056655884
feeder10,1.3942888306765169,0.06554777486715917,0,0.14973333333333336,-0.08333333333333337,7629.66803143245,5.876692056655884
feeder11,1.9485927094267743,-0.09326296880467205,0,0.20153333333333337,-0.08333333333333337,7629.66803143245,5.876692056655884
feeder12,1.0050338296835628,-0.04608502481751148,0,0.14133333333333337,-0.08333333333333337,7629.66803143245,5.876692056655884
