Feeder,Pf,QF,Pg,B,R,Cost,time
feeder1,1.7658549581255143,0.06471159049183293,0,0.19516566628976642,-0.08331183152891009,8091.912431166166,6.857841968536377
feeder2,1.5126451254024786,-0.07146558960345727,0,0.19836666666666672,-0.08333333333333337,8091.912431166166,6.857841968536377
feeder3,2.0456970711562827,0.10231154578736823,0,0.24304604953289827,0.0005338445910819667,8091.912431166166,6.857841968536377
feeder4,2.1437360820555056,-0.1072145480348093,0,0.24304804017682222,0.0005548786406803785,8091.912431166166,6.857841968536377
feeder5,2.1180239020267733,0.04074286525493462,0,0.24235717031679163,-0.007292044880012449,8091.912431166166,6.857841968536377
feeder6,3.326524165875671,0.16637286199270218,0,0.24304927343978852,0.0009330739783722786,8091.912431166166,6.857841968536377
feeder7,1.9710107066783689,-0.0943851142575042,0,0.2233666666666667,-0.08330842152828488,8091.912431166166,6.857841968536377
feeder8,2.6836581454918615,-0.13422956097351169,0,0.24304927343978852,0.0009330739783722786,8091.912431166166,6.857841968536377
feeder9,2.199052785230971,0.06841620578782037,0,0.2396658961243466,-0.039609384869790265,8091.912431166166,6.857841968536377
feeder10,1.3615852172584035,0.06391263137734135,0,0.1705666666666667,-0.08333258971157653,8091.912431166166,6.857841968536377
feeder11,1.9832753177732743,-0.09499709922199705,0,0.2223666666666667,-0.08333333333333337,8091.912431166166,6.857841968536377
feeder12,1.0214380937285075,-0.04690523801975871,0,0.1621666666666667,-0.08333333333333337,8091.912431166166,6.857841968536377
