cost,time,Pg,B,R,Pd,P0,P_rsrv,P_cul,status,cost_opt,peak_opt
14185.18958990912,194.969,0.0,170.62042312736278,-0.2323726713339643,0.0,8.702570300557742,0,0.0,OPTIMAL,483054.2676210045,1.827600297670458
