feeder_1,feeder_2,feeder_3
1.0196741576263801,1.0196854690066752,1.0196741576263801
1.0195858801529658,1.019497682208793,1.0195858801529658
1.0194519630069905,1.0194439199958265,1.0194519630069905
1.0192795007851045,1.019219948692645,1.0192795007851045
1.019807000062374,1.0197123949766045,1.019807000062374
1.0190569807934853,1.0189727106036108,1.0190569807934853
1.0193031118044875,1.0192346741718927,1.0193031118044875
1.0195256627205995,1.0194259298478159,1.0195256627205995
1.0192017348190545,1.019112581369148,1.0192017348190545
1.0195460828703513,1.0195001597787536,1.0195460828703513
1.019505652640566,1.0193739418650813,1.019505652640566
1.0192069601106692,1.0192010033089245,1.0192069601106692
1.0190475801006182,1.018967064666617,1.0190475801006182
1.0193322437434615,1.0193142222298832,1.0193322437434615
1.0191081238980022,1.0190251550641778,1.0191081238980022
1.0191040503797322,1.019080047345883,1.0191040503797322
1.018890926496,1.0189125603829279,1.018890926496
1.0189836969768475,1.0189364501593974,1.0189836969768475
1.0189542459443415,1.018820418509276,1.0189542459443415
1.0192793387568302,1.0192019366005567,1.0192793387568302
1.0189233364127959,1.0189392179368484,1.0189233364127959
1.0188676236591736,1.0187565839797923,1.0188676236591736
1.0191663874642878,1.0190685605045289,1.0191663874642878
1.0190345234850497,1.0189992272706783,1.0190345234850497
1.019217057998734,1.0190628034259166,1.019217057998734
1.0190187556424262,1.01894125433981,1.0190187556424262
1.018870651136245,1.0187459592207002,1.018870651136245
1.0192029540249674,1.0192060689135756,1.0192029540249674
1.0192057038901126,1.0192095663168672,1.0192057038901126
1.0187798217787367,1.018715028686974,1.0187798217787367
1.0188386004847005,1.0187290224626,1.0188386004847005
1.0193684382675665,1.0194873136714855,1.0193684382675665
1.0189077074993376,1.018880822946605,1.0189077074993376
1.0190449655910783,1.0189087802575947,1.0190449655910783
1.019262902149752,1.0191502989451664,1.019262902149752
1.0192631351024533,1.019285357435556,1.0192631351024533
1.018852443186252,1.0187185760015354,1.018852443186252
1.019268976067738,1.019230313610009,1.019268976067738
1.0190200579399327,1.0189900450199296,1.0190200579399327
1.0193455949467065,1.0192651696524426,1.0193455949467065
1.0189923963408274,1.0189016490680682,1.0189923963408274
1.0191398563501481,1.0192176394252324,1.0191398563501481
1.0197500136034676,1.0196314057368374,1.0197500136034676
1.0191025201622297,1.0192775513206085,1.0191025201622297
1.0194721096048494,1.0193997914682982,1.0194721096048494
1.0192006666471192,1.0192260203108323,1.0192006666471192
1.0198627510894274,1.0198432683805458,1.0198627510894274
1.0193737081807865,1.0193037041709903,1.0193737081807865
1.0199137956946267,1.0197992959249118,1.0199137956946267
1.0195676141984846,1.0194922804304336,1.0195676141984846
1.0193043052478383,1.0193624493298128,1.0193043052478383
1.0196273197790262,1.0195945042598422,1.0196273197790262
1.019345115233251,1.0192500290402884,1.019345115233251
1.0197006231589585,1.0195008520092366,1.0197006231589585
1.019360632535647,1.0191692493261806,1.019360632535647
1.0193340492291807,1.0192742661494962,1.0193340492291807
1.019643576654385,1.0196710442578987,1.019643576654385
1.0198874736978267,1.019691221670148,1.0198874736978267
1.0198301490536312,1.0197706905715274,1.0198301490536312
1.0195017584193529,1.0192711886384376,1.0195017584193529
1.019540153339644,1.0195572401318032,1.019540153339644
1.0195049660546387,1.019349536195689,1.0195049660546387
1.0194243512278651,1.0193014639514884,1.0194243512278651
1.0195440080936249,1.0193394251544272,1.0195440080936249
1.0201033823995305,1.0201107503679077,1.0201033823995305
1.0198191078251315,1.0195749573459159,1.0198191078251315
1.0195264149631833,1.0194752119046289,1.0195264149631833
1.0194153516964466,1.0193810052993295,1.0194153516964466
1.0194785762544434,1.019456148827295,1.0194785762544434
1.0197304983044164,1.0196257231780537,1.0197304983044164
1.0195560295432333,1.0193734904145535,1.0195560295432333
1.0197045840059218,1.0194701261212369,1.0197045840059218
1.0196775882466882,1.0196177406066047,1.0196775882466882
1.019480345780999,1.019330491525807,1.019480345780999
1.0197443786455906,1.0197145222695416,1.0197443786455906
1.0195593751371708,1.0194382182013983,1.0195593751371708
1.0196404822166365,1.0195924813822201,1.0196404822166365
1.0205049368624635,1.0204198054056355,1.0205049368624635
1.0203190772623185,1.0201310556837375,1.0203190772623185
1.0195675740220767,1.019479703939797,1.0195675740220767
1.0192991254901775,1.0191437469342939,1.0192991254901775
1.0199729534952984,1.0198331149873554,1.0199729534952984
1.0195821938037093,1.019487552785639,1.0195821938037093
1.0201344067828022,1.019981650906863,1.0201344067828022
1.0197490733362116,1.0196723459244081,1.0197490733362116
1.0199741389892614,1.0199464481694738,1.0199741389892614
1.0201538847632134,1.02012410053994,1.0201538847632134
1.0194876720443522,1.0193453427020012,1.0194876720443522
1.0195555963003398,1.019331573039655,1.0195555963003398
1.0194483555866758,1.019287260300338,1.0194483555866758
1.019730406788218,1.019728008838422,1.019730406788218
1.0195359379375546,1.0193444078844909,1.0195359379375546
1.0196549671954993,1.019609601322557,1.0196549671954993
1.0197130430661305,1.0197932813883674,1.0197130430661305
1.0194503301899278,1.019544963133792,1.0194503301899278
1.0194113846047637,1.0193969887384196,1.0194113846047637
1.0192608173786648,1.0191738001379285,1.0192608173786648
1.0192549676299298,1.0191600077872878,1.0192549676299298
1.0192226566196807,1.0189250579884075,1.0192226566196807
1.0189603498412516,1.0189206681813365,1.0189603498412516
1.0196243965839866,1.0194825205247264,1.0196243965839866
1.01941395755174,1.0193266672812478,1.01941395755174
