cost,time,Pg,B,R,P0,P_rsrv,B_rsrv,P_cul,status
83.35032604945036,1.186675786972046,0,2.7609999999999992,0.001439998308801044,0.2310718479424887,0.269,2.77,0,OPTIMAL
