cost,time,Pg,B,R,Pd,P0,P_rsrv,P_cul,status
-1397.4223068290537,21.032,12.222820418974676,31.433055494627574,3.7488524595148762,-1.902086713328504,-5.642356446466845,0,-5.27488250945396e-6,SLOW_PROGRESS
